id_gene_DM,biotype_DM,gene_DM,DM_up,DM_down,id_gene_HS,gene_HS,biotype_HS,HS_up,HS_down,id_gene_MM,gene_MM,biotype_MM,MM_up,MM_down
FBgn0038565, 'protein_coding'],CG7794,True,True,"ENSG00000152086,ENSG00000075886,ENSG00000198033","TUBA3E,TUBA3D,TUBA3C","['protein_coding', 'protein_coding', 'protein_coding']","True,True,True","True,True,True","ENSMUSG00000067338,ENSMUSG00000067702","Tuba3b,Tuba3a","['protein_coding', 'protein_coding']","True,True","False,False"
FBgn0283503,['protein_coding'],Neurl4,True,True,ENSG00000215041,NEURL4,['protein_coding'],True,False,ENSMUSG00000047284,Neurl4,['protein_coding'],True,False
FBgn0283472,['protein_coding'],S6k,True,True,ENSG00000108443,RPS6KB1,['protein_coding'],False,True,ENSMUSG00000020516,Rps6kb1,['protein_coding'],False,True
FBgn0024921,['protein_coding',Tnpo,True,True,ENSG00000105576,TNPO2,['protein_coding'],False,True,ENSMUSG00000031691,Tnpo2,['protein_coding'],False,True
FBgn0035693, 'protein_coding'],CG8219,True,True,ENSG00000105576,TNPO2,['protein_coding'],False,True,ENSMUSG00000031691,Tnpo2,['protein_coding'],False,True
FBgn0035911,['protein_coding'],CG6638,True,False,ENSG00000128928,IVD,['protein_coding'],False,True,ENSMUSG00000027332,Ivd,['protein_coding'],True,True
FBgn0037875,['protein_coding'],ZnT86D,True,True,ENSG00000145740,SLC30A5,['protein_coding'],False,True,ENSMUSG00000054414,Slc30a7,['protein_coding'],False,True
FBgn0030577,['protein_coding',CG5334,True,True,ENSG00000133606,MKRN1,['protein_coding'],True,False,ENSMUSG00000029922,Mkrn1,['protein_coding'],True,False
FBgn0030578, 'protein_coding',CG5347,True,True,ENSG00000133606,MKRN1,['protein_coding'],True,False,ENSMUSG00000029922,Mkrn1,['protein_coding'],True,False
FBgn0036809, 'protein_coding',CG12477,True,True,ENSG00000133606,MKRN1,['protein_coding'],True,False,ENSMUSG00000029922,Mkrn1,['protein_coding'],True,False
FBgn0029152, 'protein_coding'],Mkrn1,True,True,ENSG00000133606,MKRN1,['protein_coding'],True,False,ENSMUSG00000029922,Mkrn1,['protein_coding'],True,False
FBgn0264785,['protein_coding'],Hph,True,True,ENSG00000269858,EGLN2,['protein_coding'],False,True,ENSMUSG00000058709,Egln2,['protein_coding'],True,False
FBgn0002914,['protein_coding'],Myb,True,True,ENSG00000185697,MYBL1,['protein_coding'],True,False,ENSMUSG00000025912,Mybl1,['protein_coding'],True,True
FBgn0034277,['protein_coding'],OstDelta,True,True,ENSG00000118705,RPN2,['protein_coding'],False,True,ENSMUSG00000027642,Rpn2,['protein_coding'],True,False
FBgn0032446,['protein_coding'],CG5780,True,True,ENSG00000119650,IFT43,['protein_coding'],False,True,ENSMUSG00000007867,Ift43,['protein_coding'],True,False
FBgn0031456,['protein_coding',Tnpo-SR,True,True,ENSG00000064419,TNPO3,['protein_coding'],False,True,ENSMUSG00000012535,Tnpo3,['protein_coding'],False,True
FBgn0034205, 'protein_coding'],CG10950,True,True,ENSG00000064419,TNPO3,['protein_coding'],False,True,ENSMUSG00000012535,Tnpo3,['protein_coding'],False,True
FBgn0031374,['protein_coding'],Wdr62,True,True,ENSG00000075702,WDR62,['protein_coding'],True,False,"ENSMUSG00000033902,ENSMUSG00000037020","Mapkbp1,Wdr62","['protein_coding', 'protein_coding']","True,True","False,False"
FBgn0024833,['protein_coding'],AP-1mu,True,True,"ENSG00000129354,ENSG00000072958","AP1M2,AP1M1","['protein_coding', 'protein_coding']","True,True","False,False",ENSMUSG00000003033,Ap1m1,['protein_coding'],True,False
FBgn0030354,['protein_coding'],Upf1,True,True,ENSG00000005007,UPF1,['protein_coding'],True,False,ENSMUSG00000058301,Upf1,['protein_coding'],False,True
FBgn0000629,['protein_coding'],E(z),True,True,"ENSG00000106462,ENSG00000108799","EZH2,EZH1","['protein_coding', 'protein_coding']","False,False","True,True","ENSMUSG00000029687,ENSMUSG00000006920","Ezh2,Ezh1","['protein_coding', 'protein_coding']","True,False","False,True"
FBgn0036967,['protein_coding'],SCCRO4,True,True,ENSG00000137692,DCUN1D5,['protein_coding'],False,True,ENSMUSG00000051674,Dcun1d4,['protein_coding'],True,False
FBgn0038862,['protein_coding'],Usp8,True,True,ENSG00000138592,USP8,['protein_coding'],False,True,ENSMUSG00000027363,Usp8,['protein_coding'],True,False
FBgn0051802,['protein_coding'],CG31802,True,True,ENSG00000177143,CETN1,['protein_coding'],True,False,ENSMUSG00000045031,Cetn4,['protein_coding'],True,False
FBgn0034158,['protein_coding'],CG5522,True,True,"ENSG00000136828,ENSG00000116191","RALGPS1,RALGPS2","['protein_coding', 'protein_coding']","False,True","True,True","ENSMUSG00000038831,ENSMUSG00000026594","Ralgps1,Ralgps2","['protein_coding', 'protein_coding']","True,True","False,False"
FBgn0036300,['protein_coding'],Pmm2,True,True,"ENSG00000100417,ENSG00000140650","PMM1,PMM2","['protein_coding', 'protein_coding']","True,False","False,True","ENSMUSG00000022474,ENSMUSG00000022711","Pmm1,Pmm2","['protein_coding', 'protein_coding']","False,True","True,False"
FBgn0037050,['protein_coding'],ICA69,True,True,ENSG00000163596,ICA1L,['protein_coding'],False,True,"ENSMUSG00000026018,ENSMUSG00000062995","Ica1l,Ica1","['protein_coding', 'protein_coding']","True,True","False,False"
FBgn0004924,['protein_coding'],Top1,True,True,ENSG00000184428,TOP1MT,['protein_coding'],False,True,ENSMUSG00000070544,Top1,['protein_coding'],False,True
FBgn0087039,['protein_coding'],Sbp2,True,False,ENSG00000138593,SECISBP2L,['protein_coding'],False,True,ENSMUSG00000035093,Secisbp2l,['protein_coding'],False,True
FBgn0266668,['protein_coding'],Exo84,True,True,ENSG00000116903,EXOC8,['protein_coding'],False,True,ENSMUSG00000074030,Exoc8,['protein_coding'],True,True
FBgn0036686,['protein_coding'],CG7728,True,False,ENSG00000165733,BMS1,['protein_coding'],False,True,ENSMUSG00000030138,Bms1,['protein_coding'],True,False
FBgn0025808,['protein_coding'],Rad17,True,True,ENSG00000152942,RAD17,['protein_coding'],False,True,ENSMUSG00000021635,Rad17,['protein_coding'],True,False
FBgn0024555,['protein_coding'],flfl,True,True,ENSG00000100796,PPP4R3A,['protein_coding'],False,True,ENSMUSG00000020463,Ppp4r3b,['protein_coding'],True,True
FBgn0039875,['protein_coding'],sip3,True,True,ENSG00000162298,SYVN1,['protein_coding'],False,True,ENSMUSG00000024807,Syvn1,['protein_coding'],True,True
FBgn0032017,['protein_coding'],CG7810,True,True,ENSG00000142039,CCDC97,['protein_coding'],False,True,ENSMUSG00000002608,Ccdc97,['protein_coding'],True,True
FBgn0250785,['protein_coding',vari,True,True,ENSG00000105926,MPP6,['protein_coding'],True,True,ENSMUSG00000038388,Mpp6,['protein_coding'],True,False
FBgn0013759, 'protein_coding'],CASK,True,True,ENSG00000105926,MPP6,['protein_coding'],True,True,ENSMUSG00000038388,Mpp6,['protein_coding'],True,False
FBgn0022153,['protein_coding'],l(2)k05819,True,True,ENSG00000177728,TMEM94,['protein_coding'],False,True,ENSMUSG00000020747,Tmem94,['protein_coding'],True,False
FBgn0031047,['protein_coding',Rcd-1,True,True,ENSG00000144580,CNOT9,['protein_coding'],False,True,ENSMUSG00000026174,Cnot9,['protein_coding'],False,True
FBgn0032089, 'protein_coding',Rcd-1r,True,True,ENSG00000144580,CNOT9,['protein_coding'],False,True,ENSMUSG00000026174,Cnot9,['protein_coding'],False,True
FBgn0039887, 'protein_coding'],CG2053,True,True,ENSG00000144580,CNOT9,['protein_coding'],False,True,ENSMUSG00000026174,Cnot9,['protein_coding'],False,True
FBgn0004419,['protein_coding'],me31B,True,True,ENSG00000110367,DDX6,['protein_coding'],False,True,ENSMUSG00000032097,Ddx6,['protein_coding'],False,True
FBgn0016919,['protein_coding'],nompB,True,True,ENSG00000032742,IFT88,['protein_coding'],True,True,ENSMUSG00000040040,Ift88,['protein_coding'],True,False
FBgn0030581,['protein_coding'],CG14408,True,True,ENSG00000175137,SH3BP5L,['protein_coding'],False,True,ENSMUSG00000013646,Sh3bp5l,['protein_coding'],False,True
FBgn0032246,['protein_coding'],Wdfy2,True,True,"ENSG00000085449,ENSG00000139668","WDFY1,WDFY2","['protein_coding', 'protein_coding']","False,False","True,True",ENSMUSG00000014547,Wdfy2,['protein_coding'],False,True
FBgn0034194,['protein_coding',CG15611,True,True,"ENSG00000153404,ENSG00000196155","PLEKHG4B,PLEKHG4","['protein_coding', 'protein_coding']","False,True","True,False",ENSMUSG00000014782,Plekhg4,['protein_coding'],True,True
FBgn0035802, 'protein_coding',Pura,True,True,"ENSG00000153404,ENSG00000196155","PLEKHG4B,PLEKHG4","['protein_coding', 'protein_coding']","False,True","True,False",ENSMUSG00000014782,Plekhg4,['protein_coding'],True,True
FBgn0050456, 'protein_coding'],CG30456,True,True,"ENSG00000153404,ENSG00000196155","PLEKHG4B,PLEKHG4","['protein_coding', 'protein_coding']","False,True","True,False",ENSMUSG00000014782,Plekhg4,['protein_coding'],True,True
FBgn0036747,['protein_coding',CG6052,True,True,ENSG00000154265,ABCA5,['protein_coding'],False,True,"ENSMUSG00000015243,ENSMUSG00000024130,ENSMUSG00000018800","Abca1,Abca3,Abca5","['protein_coding', 'protein_coding', 'protein_coding']","False,False,True","True,True,False"
FBgn0051213, 'protein_coding',CG31213,True,True,ENSG00000154265,ABCA5,['protein_coding'],False,True,"ENSMUSG00000015243,ENSMUSG00000024130,ENSMUSG00000018800","Abca1,Abca3,Abca5","['protein_coding', 'protein_coding', 'protein_coding']","False,False,True","True,True,False"
FBgn0083956, 'protein_coding',CG34120,True,True,ENSG00000154265,ABCA5,['protein_coding'],False,True,"ENSMUSG00000015243,ENSMUSG00000024130,ENSMUSG00000018800","Abca1,Abca3,Abca5","['protein_coding', 'protein_coding', 'protein_coding']","False,False,True","True,True,False"
FBgn0028539, 'protein_coding',Eato,True,True,ENSG00000154265,ABCA5,['protein_coding'],False,True,"ENSMUSG00000015243,ENSMUSG00000024130,ENSMUSG00000018800","Abca1,Abca3,Abca5","['protein_coding', 'protein_coding', 'protein_coding']","False,False,True","True,True,False"
FBgn0031171, 'protein_coding',CG1801,True,True,ENSG00000154265,ABCA5,['protein_coding'],False,True,"ENSMUSG00000015243,ENSMUSG00000024130,ENSMUSG00000018800","Abca1,Abca3,Abca5","['protein_coding', 'protein_coding', 'protein_coding']","False,False,True","True,True,False"
FBgn0031170, 'protein_coding',ABCA,True,True,ENSG00000154265,ABCA5,['protein_coding'],False,True,"ENSMUSG00000015243,ENSMUSG00000024130,ENSMUSG00000018800","Abca1,Abca3,Abca5","['protein_coding', 'protein_coding', 'protein_coding']","False,False,True","True,True,False"
FBgn0034493, 'protein_coding',CG8908,True,True,ENSG00000154265,ABCA5,['protein_coding'],False,True,"ENSMUSG00000015243,ENSMUSG00000024130,ENSMUSG00000018800","Abca1,Abca3,Abca5","['protein_coding', 'protein_coding', 'protein_coding']","False,False,True","True,True,False"
FBgn0031169, 'protein_coding'],CG1494,True,True,ENSG00000154265,ABCA5,['protein_coding'],False,True,"ENSMUSG00000015243,ENSMUSG00000024130,ENSMUSG00000018800","Abca1,Abca3,Abca5","['protein_coding', 'protein_coding', 'protein_coding']","False,False,True","True,True,False"
FBgn0038279,['protein_coding',Sdr,True,True,ENSG00000171105,INSR,['protein_coding'],False,True,ENSMUSG00000005533,Igf1r,['protein_coding'],False,True
FBgn0283499, 'protein_coding'],InR,True,True,ENSG00000171105,INSR,['protein_coding'],False,True,ENSMUSG00000005533,Igf1r,['protein_coding'],False,True
FBgn0039213,['protein_coding'],atl,True,True,ENSG00000198513,ATL1,['protein_coding'],False,True,ENSMUSG00000021066,Atl1,['protein_coding'],True,False
FBgn0058191,['protein_coding'],CG40191,True,True,ENSG00000115649,CNPPD1,['protein_coding'],False,True,ENSMUSG00000033159,Cnppd1,['protein_coding'],True,False
FBgn0037901,['protein_coding'],Exd2,True,True,ENSG00000081177,EXD2,['protein_coding'],True,True,ENSMUSG00000032705,Exd2,['protein_coding'],True,True
FBgn0028292,['protein_coding'],ric8a,True,True,ENSG00000111785,RIC8B,['protein_coding'],False,True,ENSMUSG00000025485,Ric8a,['protein_coding'],False,True
FBgn0038640,['protein_coding'],CG7706,True,True,ENSG00000163798,SLC4A1AP,['protein_coding'],False,True,ENSMUSG00000029141,Slc4a1ap,['protein_coding'],True,False
FBgn0025936,['protein_coding'],Eph,True,True,ENSG00000116106,EPHA4,['protein_coding'],False,True,ENSMUSG00000028289,Epha7,['protein_coding'],True,False
FBgn0261794,['protein_coding'],kcc,True,False,ENSG00000140199,SLC12A6,['protein_coding'],False,True,"ENSMUSG00000027130,ENSMUSG00000017740","Slc12a6,Slc12a5","['protein_coding', 'protein_coding']","True,True","True,True"
FBgn0004373,['protein_coding'],fwd,True,True,ENSG00000143393,PI4KB,['protein_coding'],False,True,ENSMUSG00000038861,Pi4kb,['protein_coding'],False,True
FBgn0011740,['protein_coding',alpha-Man-IIa,True,True,ENSG00000196547,MAN2A2,['protein_coding'],False,True,ENSMUSG00000038886,Man2a2,['protein_coding'],False,True
FBgn0026616, 'protein_coding'],alpha-Man-IIb,True,False,ENSG00000196547,MAN2A2,['protein_coding'],False,True,ENSMUSG00000038886,Man2a2,['protein_coding'],False,True
FBgn0020270,['protein_coding'],mre11,True,True,ENSG00000020922,MRE11,['protein_coding'],False,True,ENSMUSG00000031928,Mre11a,['protein_coding'],True,False
FBgn0028836,['protein_coding'],CSN7,True,True,ENSG00000111652,COPS7A,['protein_coding'],False,True,ENSMUSG00000030127,Cops7a,['protein_coding'],True,False
FBgn0039187,['protein_coding'],CG6454,True,True,ENSG00000111731,C2CD5,['protein_coding'],False,True,ENSMUSG00000030279,C2cd5,['protein_coding'],False,True
FBgn0261274,['protein_coding'],Ero1L,True,True,ENSG00000086619,ERO1B,['protein_coding'],True,False,ENSMUSG00000057069,Ero1lb,['protein_coding'],True,False
FBgn0039560,['protein_coding'],BOD1,True,True,ENSG00000038219,BOD1L1,['protein_coding'],True,True,ENSMUSG00000061755,Bod1l,['protein_coding'],False,True
FBgn0052006,['protein_coding'],CG32006,True,True,ENSG00000129654,FOXJ1,['protein_coding'],False,True,ENSMUSG00000034227,Foxj1,['protein_coding'],True,False
FBgn0040696,['protein_coding'],CG18675,True,True,ENSG00000159079,CFAP298,['protein_coding'],True,False,ENSMUSG00000022972,Cfap298,['protein_coding'],True,False
FBgn0020622,['protein_coding'],Pi3K21B,True,True,ENSG00000117461,PIK3R3,['protein_coding'],False,True,ENSMUSG00000028698,Pik3r3,['protein_coding'],True,True
FBgn0036837,['protein_coding',CG18135,True,True,ENSG00000125772,GPCPD1,['protein_coding'],False,True,ENSMUSG00000027346,Gpcpd1,['protein_coding'],False,True
FBgn0036836, 'protein_coding',CG11619,True,True,ENSG00000125772,GPCPD1,['protein_coding'],False,True,ENSMUSG00000027346,Gpcpd1,['protein_coding'],False,True
FBgn0031566, 'protein_coding',CG2818,True,True,ENSG00000125772,GPCPD1,['protein_coding'],False,True,ENSMUSG00000027346,Gpcpd1,['protein_coding'],False,True
FBgn0038008, 'protein_coding'],CG3942,True,True,ENSG00000125772,GPCPD1,['protein_coding'],False,True,ENSMUSG00000027346,Gpcpd1,['protein_coding'],False,True
FBgn0028579,['protein_coding'],phtf,True,True,ENSG00000006576,PHTF2,['protein_coding'],False,True,ENSMUSG00000058388,Phtf1,['protein_coding'],True,False
FBgn0039581,['protein_coding'],Moca-cyp,True,True,ENSG00000114857,NKTR,['protein_coding'],False,True,"ENSMUSG00000032525,ENSMUSG00000042133","Nktr,Ppig","['protein_coding', 'protein_coding']","True,False","False,True"
FBgn0038389,['protein_coding'],CG5516,True,True,ENSG00000155329,ZCCHC10,['protein_coding'],False,True,ENSMUSG00000018239,Zcchc10,['protein_coding'],False,True
FBgn0003651,['protein_coding'],svp,True,True,ENSG00000185551,NR2F2,['protein_coding'],False,True,ENSMUSG00000030551,Nr2f2,['protein_coding'],False,True
FBgn0028343,['protein_coding'],Ankle2,True,True,ENSG00000176915,ANKLE2,['protein_coding'],True,False,ENSMUSG00000029501,Ankle2,['protein_coding'],False,True
FBgn0037241,['protein_coding'],CG14646,True,True,ENSG00000168936,TMEM129,['protein_coding'],False,True,ENSMUSG00000019295,Tmem129,['protein_coding'],True,True
FBgn0038826,['protein_coding'],Syp,True,True,ENSG00000151962,RBM46,['protein_coding'],False,True,ENSMUSG00000033882,Rbm46,['protein_coding'],True,True
FBgn0030345,['protein_coding'],CG1847,True,True,ENSG00000110711,AIP,['protein_coding'],False,True,ENSMUSG00000040554,Aipl1,['protein_coding'],True,False
FBgn0003731,['protein_coding'],Egfr,True,False,ENSG00000141736,ERBB2,['protein_coding'],False,True,ENSMUSG00000020122,Egfr,['protein_coding'],False,True
FBgn0266719,['protein_coding'],stac,True,True,ENSG00000007516,BAIAP3,['protein_coding'],False,True,"ENSMUSG00000057948,ENSMUSG00000047507","Unc13d,Baiap3","['protein_coding', 'protein_coding']","True,True","True,True"
FBgn0033783,['protein_coding'],CG17019,True,True,ENSG00000170633,RNF34,['protein_coding'],False,True,"ENSMUSG00000020696,ENSMUSG00000029474","Rffl,Rnf34","['protein_coding', 'protein_coding']","True,True","False,False"
FBgn0034282,['protein_coding'],Mapmodulin,True,True,ENSG00000140350,ANP32A,['protein_coding'],False,True,ENSMUSG00000028333,Anp32b,['protein_coding'],False,True
FBgn0045073,['protein_coding'],Stim,True,True,ENSG00000109689,STIM2,['protein_coding'],False,True,ENSMUSG00000030987,Stim1,['protein_coding'],True,False
FBgn0032015,['protein_coding'],Ostgamma,True,True,ENSG00000104723,TUSC3,['protein_coding'],False,True,ENSMUSG00000039530,Tusc3,['protein_coding'],True,False
FBgn0026064,['protein_coding',KP78a,True,True,"ENSG00000072518,ENSG00000116141","MARK2,MARK1","['protein_coding', 'protein_coding']","False,True","True,True",ENSMUSG00000024969,Mark2,['protein_coding'],False,True
FBgn0026063, 'protein_coding',KP78b,True,True,"ENSG00000072518,ENSG00000116141","MARK2,MARK1","['protein_coding', 'protein_coding']","False,True","True,True",ENSMUSG00000024969,Mark2,['protein_coding'],False,True
FBgn0260934, 'protein_coding'],par-1,True,True,"ENSG00000072518,ENSG00000116141","MARK2,MARK1","['protein_coding', 'protein_coding']","False,True","True,True",ENSMUSG00000024969,Mark2,['protein_coding'],False,True
FBgn0000108,['protein_coding'],Appl,True,False,"ENSG00000084234,ENSG00000142192","APLP2,APP","['protein_coding', 'protein_coding']","False,False","True,True",ENSMUSG00000031996,Aplp2,['protein_coding'],False,True
FBgn0283724,['protein_coding'],Girdin,True,True,ENSG00000115355,CCDC88A,['protein_coding'],True,False,"ENSMUSG00000032740,ENSMUSG00000021182","Ccdc88a,Ccdc88c","['protein_coding', 'protein_coding']","True,True","False,False"
FBgn0037659,['protein_coding'],Kdm2,True,True,ENSG00000173120,KDM2A,['protein_coding'],False,True,ENSMUSG00000029475,Kdm2b,['protein_coding'],True,False
FBgn0003124,['protein_coding'],polo,True,True,ENSG00000145632,PLK2,['protein_coding'],True,True,ENSMUSG00000030867,Plk1,['protein_coding'],True,False
FBgn0034854,['protein_coding'],Golgin245,True,True,ENSG00000144674,GOLGA4,['protein_coding'],False,True,ENSMUSG00000038708,Golga4,['protein_coding'],True,False
FBgn0032171,['protein_coding'],CG5846,True,True,ENSG00000164331,ANKRA2,['protein_coding'],False,True,ENSMUSG00000021661,Ankra2,['protein_coding'],True,False
FBgn0027279,['protein_coding'],l(1)G0196,True,True,ENSG00000168781,PPIP5K1,['protein_coding'],False,True,ENSMUSG00000033526,Ppip5k1,['protein_coding'],True,False
FBgn0051249,['protein_coding'],CG31249,True,True,ENSG00000087302,RTRAF,['protein_coding'],True,False,"ENSMUSG00000021807,ENSMUSG00000074479","Rtraf,Gm10704","['protein_coding', 'processed_pseudogene']","True,True","False,False"
FBgn0031264,['protein_coding',CG11835,True,True,ENSG00000134717,BTF3L4,['protein_coding'],False,True,ENSMUSG00000028568,Btf3l4,['protein_coding'],True,False
FBgn0000181, 'protein_coding'],bic,True,True,ENSG00000134717,BTF3L4,['protein_coding'],False,True,ENSMUSG00000028568,Btf3l4,['protein_coding'],True,False
FBgn0261573,['protein_coding'],CoRest,True,True,ENSG00000089902,RCOR1,['protein_coding'],False,True,ENSMUSG00000037395,Rcor3,['protein_coding'],True,False
FBgn0039115,['protein_coding'],CG10214,True,True,ENSG00000076043,REXO2,['protein_coding'],False,True,ENSMUSG00000032026,Rexo2,['protein_coding'],True,False
FBgn0036684,['protein_coding'],CG3764,True,True,"ENSG00000052795,ENSG00000217128","FNIP2,FNIP1","['protein_coding', 'protein_coding']","False,True","True,True",ENSMUSG00000035992,Fnip1,['protein_coding'],True,False
FBgn0037543,['protein_coding'],CG10903,True,True,ENSG00000071462,BUD23,['protein_coding'],False,True,ENSMUSG00000005378,Bud23,['protein_coding'],False,True
FBgn0265190,['protein_coding'],PIG-S,True,True,ENSG00000087111,PIGS,['protein_coding'],False,True,ENSMUSG00000041958,Pigs,['protein_coding'],True,True
FBgn0031818,['protein_coding'],CG9536,True,True,ENSG00000126062,TMEM115,['protein_coding'],False,True,ENSMUSG00000010045,Tmem115,['protein_coding'],True,False
FBgn0263979,['protein_coding'],Caf1-55,True,True,ENSG00000162521,RBBP4,['protein_coding'],False,True,ENSMUSG00000057236,Rbbp4,['protein_coding'],True,True
FBgn0053554,['protein_coding'],Nipped-A,True,True,ENSG00000196367,TRRAP,['protein_coding'],False,True,ENSMUSG00000045482,Trrap,['protein_coding'],False,True
FBgn0038499,['protein_coding'],Brf,True,False,ENSG00000185024,BRF1,['protein_coding'],False,True,ENSMUSG00000011158,Brf1,['protein_coding'],True,False
FBgn0035065,['protein_coding'],CG3589,True,True,ENSG00000156521,TYSND1,['protein_coding'],True,False,ENSMUSG00000020087,Tysnd1,['protein_coding'],True,True
FBgn0031865,['protein_coding',Nha1,False,True,ENSG00000164038,SLC9B2,['protein_coding'],False,True,ENSMUSG00000050150,Slc9b1,['protein_coding'],True,False
FBgn0263390, 'protein_coding'],Nha2,True,False,ENSG00000164038,SLC9B2,['protein_coding'],False,True,ENSMUSG00000050150,Slc9b1,['protein_coding'],True,False
FBgn0032393,['protein_coding',Nfs1,True,True,ENSG00000244005,NFS1,['protein_coding'],True,False,ENSMUSG00000027618,Nfs1,['protein_coding'],True,False
FBgn0051864, 'protein_coding'],Qtzl,True,True,ENSG00000244005,NFS1,['protein_coding'],True,False,ENSMUSG00000027618,Nfs1,['protein_coding'],True,False
FBgn0038248,['protein_coding'],CG7886,True,True,ENSG00000148019,CEP78,['protein_coding'],False,True,ENSMUSG00000041491,Cep78,['protein_coding'],False,True
FBgn0038788,['protein_coding'],Sirt2,True,True,ENSG00000142082,SIRT3,['protein_coding'],False,True,"ENSMUSG00000025486,ENSMUSG00000015149","Sirt3,Sirt2","['protein_coding', 'protein_coding']","True,True","False,False"
FBgn0031850,['protein_coding'],Tsp,True,True,"ENSG00000105664,ENSG00000137801","COMP,THBS1","['protein_coding', 'protein_coding']","True,False","True,True",ENSMUSG00000031849,Comp,['protein_coding'],True,False
FBgn0266758,['protein_coding'],Esyt2,True,True,ENSG00000139641,ESYT1,['protein_coding'],False,True,ENSMUSG00000025366,Esyt1,['protein_coding'],False,True
FBgn0036824,['protein_coding',CG3902,True,False,"ENSG00000122971,ENSG00000196177","ACADS,ACADSB","['protein_coding', 'protein_coding']","True,False","True,True","ENSMUSG00000030861,ENSMUSG00000029545","Acadsb,Acads","['protein_coding', 'protein_coding']","False,False","True,True"
FBgn0037999, 'protein_coding',CG4860,True,False,"ENSG00000122971,ENSG00000196177","ACADS,ACADSB","['protein_coding', 'protein_coding']","True,False","True,True","ENSMUSG00000030861,ENSMUSG00000029545","Acadsb,Acads","['protein_coding', 'protein_coding']","False,False","True,True"
FBgn0038742, 'protein_coding'],Arc42,True,True,"ENSG00000122971,ENSG00000196177","ACADS,ACADSB","['protein_coding', 'protein_coding']","True,False","True,True","ENSMUSG00000030861,ENSMUSG00000029545","Acadsb,Acads","['protein_coding', 'protein_coding']","False,False","True,True"
FBgn0034352,['protein_coding'],CG17669,True,True,ENSG00000167646,DNAAF3,['protein_coding'],True,False,ENSMUSG00000055809,Dnaaf3,['protein_coding'],True,False
FBgn0264978,['protein_coding'],Slh,True,True,ENSG00000092108,SCFD1,['protein_coding'],True,True,ENSMUSG00000020952,Scfd1,['protein_coding'],False,True
FBgn0004107,['protein_coding'],Cdk2,True,True,ENSG00000123374,CDK2,['protein_coding'],False,True,ENSMUSG00000025358,Cdk2,['protein_coding'],True,True
FBgn0028932,['protein_coding'],CG16890,True,True,ENSG00000148690,FRA10AC1,['protein_coding'],True,False,ENSMUSG00000054237,Fra10ac1,['protein_coding'],True,True
FBgn0035851,['protein_coding'],MED24,True,True,ENSG00000008838,MED24,['protein_coding'],False,True,ENSMUSG00000017210,Med24,['protein_coding'],True,False
FBgn0001942,['protein_coding'],eIF4A,True,True,ENSG00000156976,EIF4A2,['protein_coding'],False,True,ENSMUSG00000022884,Eif4a2,['protein_coding'],False,True
FBgn0032296,['protein_coding'],CG6729,True,True,ENSG00000167447,SMG8,['protein_coding'],False,True,ENSMUSG00000020495,Smg8,['protein_coding'],False,True
FBgn0039348,['protein_coding'],Npl4,True,True,ENSG00000182446,NPLOC4,['protein_coding'],False,True,ENSMUSG00000039703,Nploc4,['protein_coding'],True,True
FBgn0039209,['protein_coding'],REPTOR,True,False,ENSG00000164463,CREBRF,['protein_coding'],False,True,ENSMUSG00000048249,Crebrf,['protein_coding'],True,True
FBgn0261804,['protein_coding'],CG42750,False,True,"ENSG00000141096,ENSG00000015413","DPEP3,DPEP1","['protein_coding', 'protein_coding']","False,False","True,True",ENSMUSG00000031898,Dpep3,['protein_coding'],True,False
FBgn0025720,['protein_coding'],Ate1,True,True,ENSG00000107669,ATE1,['protein_coding'],False,True,ENSMUSG00000030850,Ate1,['protein_coding'],True,False
FBgn0020392,['protein_coding'],Nmt,True,True,ENSG00000136448,NMT1,['protein_coding'],False,True,ENSMUSG00000020936,Nmt1,['protein_coding'],True,False
FBgn0023536,['protein_coding',CG3156,True,True,ENSG00000150967,ABCB9,['protein_coding'],False,True,"ENSMUSG00000029408,ENSMUSG00000028973","Abcb9,Abcb8","['protein_coding', 'protein_coding']","True,True","False,True"
FBgn0030403, 'protein_coding'],CG1824,True,True,ENSG00000150967,ABCB9,['protein_coding'],False,True,"ENSMUSG00000029408,ENSMUSG00000028973","Abcb9,Abcb8","['protein_coding', 'protein_coding']","True,True","False,True"
FBgn0005777,['protein_coding'],PpD3,True,True,"ENSG00000011485,ENSG00000230510","PPP5C,PPP5D1","['protein_coding', 'protein_coding']","False,True","True,False",ENSMUSG00000003099,Ppp5c,['protein_coding'],True,True
FBgn0000152,['protein_coding',Axs,True,False,ENSG00000160746,ANO10,['protein_coding'],False,True,ENSMUSG00000037949,Ano10,['protein_coding'],True,True
FBgn0028879, 'protein_coding'],CG15270,True,True,ENSG00000160746,ANO10,['protein_coding'],False,True,ENSMUSG00000037949,Ano10,['protein_coding'],True,True
FBgn0036053,['protein_coding'],iPLA2-VIA,True,True,ENSG00000184381,PLA2G6,['protein_coding'],True,False,ENSMUSG00000042632,Pla2g6,['protein_coding'],True,False
FBgn0263005,['protein_coding'],CG43313,True,True,"ENSG00000033100,ENSG00000123989","CHPF2,CHPF","['protein_coding', 'protein_coding']","False,False","True,True",ENSMUSG00000038181,Chpf2,['protein_coding'],False,True
FBgn0037379,['protein_coding'],CG10979,True,True,ENSG00000048405,ZNF800,['protein_coding'],False,True,ENSMUSG00000039841,Zfp800,['protein_coding'],True,True
