id,row-names,mC_1,mC_2,mC_3,mdlc_1,mdlc_2,mdlc_3,Prp19_1,Prp19_2,Prp19_3,pvals_mdlc,p.adjust(pvals_mdlc),pvals_prp19,p.adjust(pvals_prp19),chr,start,end,strand,transcript,gene,biotype
FBgn0027358,FBtr0074767_1_FBtr0074767_2,0.0172537742631201,0.0185497470489039,0.0106470106470106,0.298050139275766,0.373104145601618,0.370805369127517,0.528375733855186,0.391489361702128,0.540342298288509,2.30779623362436e-79,1.19266909353707e-74,1.80547137790649e-66,9.31930161133991e-62,X,19618346,19618405,-,FBtr0074767,Tim9b,protein_coding
FBgn0032385,FBtr0080282_1_FBtr0080282_2,0.0323571574851526,0.0359168241965974,0.0390091116173121,0.322466614296936,0.292854011398509,0.370106761565836,0.86231884057971,0.857954545454545,0.962288686605982,3.79119419445677e-79,1.95921333581137e-74,1.02839688787438e-314,5.33470601615955e-310,2L,11948035,11948105,+,FBtr0080282,CG16964,protein_coding
FBgn0032208,FBtr0080074_4_FBtr0080074_5,0.00420439844760673,0.00121753246753247,0.00110415899889584,0.187336080929187,0.155665372396753,0.153050672182006,0.129227053140097,0.169000933706816,0.166835187057634,5.84656181952576e-78,3.02103542338535e-73,3.08013698730471e-55,1.58762580873634e-50,2L,10288500,10288564,-,FBtr0080074,Ufd4,protein_coding
FBgn0031720,FBtr0079121_1_FBtr0079121_2,0.0336605890603086,0.0266857962697274,0.0373352855051245,0.314833168153287,0.310160427807487,0.302226935312831,0.64299424184261,0.614785992217899,0.636314655172414,3.35282823189793e-77,1.73227223429238e-72,1.84828780234575e-268,9.58577502930578e-264,2L,5553333,5553386,-,FBtr0079121,CG14013,protein_coding
FBgn0051601,FBtr0307507_5_FBtr0307507_6,0.0244207889793363,0.0234521575984991,0.0364166059723234,0.371043376318875,0.397503600576092,0.397647058823529,0.561659192825112,0.56988082340195,0.579831932773109,3.1384959585356e-76,1.62137839713908e-71,1.70027452329378e-114,8.79977079530695e-110,2L,22042348,22042402,-,FBtr0307507,CG31601,protein_coding
FBgn0030359,FBtr0073581_3_FBtr0073581_4,0.0307692307692308,0.027047913446677,0.0250201775625504,0.202143950995406,0.197157146617531,0.229181004817619,0.206238064926798,0.189664650907092,0.191283292978208,3.99954038905308e-76,2.06616256498482e-71,1.64519483921032e-62,8.48904085084132e-58,X,11992230,11992283,-,FBtr0073581,CG18130,protein_coding
FBgn0037654,FBtr0336754_1_FBtr0336754_2,0.0149764655541292,0.0147692307692308,0.016548463356974,0.247028862478778,0.262084592145015,0.282657657657658,0.250922509225092,0.243986254295533,0.250467289719626,8.97962427973974e-76,4.63869431042795e-71,2.41661954799021e-51,1.24492156014716e-46,3R,9008631,9008714,+,FBtr0336754,CG11983,protein_coding
FBgn0039855,FBtr0113315_2_FBtr0113315_3,0.0391173520561685,0.0220994475138122,0.0385109114249037,0.506493506493506,0.526466380543634,0.613805970149254,0.273706896551724,0.282828282828283,0.298568507157464,2.78033116807852e-74,1.4361244582476e-69,7.48576638084076e-29,3.83660498550851e-24,3R,31590846,31590899,+,FBtr0113315,CG1638,protein_coding
FBgn0052112,FBtr0301047_6_FBtr0301047_7,0.0236612702366127,0.0223048327137546,0.0214198286413709,0.274534161490683,0.33816075307748,0.338006230529595,0.0927643784786642,0.145161290322581,0.135972461273666,2.65673092215246e-73,1.37217495398253e-68,4.75298394164203e-11,2.39982912197448e-06,3L,12743978,12744037,+,FBtr0301047,CG32112,protein_coding
FBgn0031637,FBtr0077409_3_FBtr0077409_4,0.025455597338733,0.0292195309496348,0.0203720106288751,0.225118483412322,0.229854689564069,0.25323275862069,0.364601769911504,0.307101727447217,0.250847457627119,2.71714377362278e-73,1.40335041620069e-68,1.21313193801859e-56,6.25442301964866e-52,2L,4845159,4845254,-,FBtr0077409,mxt,protein_coding
FBgn0085339,FBtr0333516_4_FBtr0333516_5,0.0326219512195122,0.0303867403314917,0.026368658965344,0.155273820415632,0.169572343912979,0.162829635830892,0.121212121212121,0.134841363102233,0.120714083309719,1.85249742725323e-72,9.56740821279203e-68,1.96714333708747e-52,1.01353126156758e-47,2L,6669691,6669764,+,FBtr0333516,CG34310,protein_coding
FBgn0034792,FBtr0304924_3_FBtr0304924_4,0.0116693679092382,0.00652282990466633,0.010217681030653,0.190753549326538,0.184101987251594,0.189526184538653,0.113016367887763,0.14006968641115,0.138451443569554,4.86554406641168e-72,2.51281023309831e-67,3.01177436372852e-43,1.54916637947104e-38,2R,22885244,22885297,-,FBtr0304924,YME1L,protein_coding
FBgn0039855,FBtr0113315_1_FBtr0113315_2,0.0104712041884817,0.0112,0.00583819849874896,0.255536626916525,0.315947242206235,0.309328968903437,0.201970443349754,0.196048632218845,0.235294117647059,1.16358592533602e-71,6.00922315280533e-67,5.15002008965153e-41,2.64798582949613e-36,3R,31590737,31590793,+,FBtr0113315,CG1638,protein_coding
FBgn0250821,FBtr0078981_2_FBtr0078981_3,0.0103793843951324,0.00750375187593797,0.0114879649890591,0.223203769140165,0.282847896440129,0.264150943396226,0.473118279569892,0.519230769230769,0.487437185929648,1.70534371300044e-71,8.80690653704818e-67,3.85793665678674e-105,1.99590352938862e-100,3R,4252243,4252298,-,FBtr0078981,CG14644,protein_coding
FBgn0043010,FBtr0087763_2_FBtr0087763_3,0.014866979655712,0.0147991543340381,0.0046189376443418,0.390536723163842,0.419972640218878,0.356828193832599,0.495636998254799,0.419753086419753,0.453125,3.70224109313869e-71,1.91187432290775e-66,8.71990416136059e-72,4.50295850892661e-67,2R,13221377,13221440,-,FBtr0087763,Fsn,protein_coding
FBgn0286506,FBtr0082131_2_FBtr0082131_3,0.00910010111223458,0.0205635948210206,0.0153538050734312,0.282488479262673,0.284559761803488,0.274509803921569,0.274590163934426,0.266299357208448,0.262110726643599,1.10953466097874e-70,5.72941508236201e-66,2.28222756491646e-61,1.17746966756735e-56,3R,9760479,9760532,+,FBtr0082131,Mpi,protein_coding
FBgn0027795,FBtr0070231_2_FBtr0070231_3,0.0121300339640951,0.0084985835694051,0.0145666423889294,0.434382194934766,0.443368828654405,0.374712643678161,0.385964912280702,0.447619047619048,0.350378787878788,1.79483867136716e-69,9.26711102800293e-65,6.97410201847066e-71,3.60128680029788e-66,X,1455696,1455750,-,FBtr0070231,CG14785,protein_coding
FBgn0033673,FBtr0306003_2_FBtr0306003_3,0.00540248514316586,0.00355618776671408,0.00479616306954436,0.185632762672038,0.223404255319149,0.231653404067197,0.0988835725677831,0.082483781278962,0.0847975553857907,2.46579388730585e-69,1.27308938401601e-64,1.66613271874552e-24,8.52426821564585e-20,2R,11989511,11989567,+,FBtr0306003,CG8298,protein_coding
FBgn0028581,FBtr0303848_7_FBtr0303848_8,0.00628571428571429,0.00425531914893617,0.00457038391224863,0.225923997917751,0.257242178447277,0.286919831223629,0.112130479102956,0.082906857727738,0.106585788561525,3.14496718276875e-68,1.62355785843254e-63,2.4216541766933e-21,1.2370051699967e-16,X,17137922,17137978,-,FBtr0303848,mei-217,protein_coding
FBgn0052479,FBtr0333266_1_FBtr0333266_2,0.0489454834858735,0.0455868089233754,0.0379451255107998,0.4375,0.450340136054422,0.403738317757009,0.680170575692964,0.577651515151515,0.594142259414226,3.3409791320153e-68,1.72471365732026e-63,1.03255420432836e-103,5.34160940983148e-99,3L,888246,888297,+,FBtr0333266,Usp10,protein_coding
FBgn0086442,FBtr0081142_4_FBtr0081142_5,0.00225988700564972,0.00460829493087558,0.000686341798215511,0.223105458399576,0.255005268703899,0.209078404401651,0.182857142857143,0.145640074211503,0.141078838174274,4.10884289659044e-67,2.12106688007792e-62,5.48362260722742e-48,2.8235172804614e-43,2L,19038755,19038816,+,FBtr0081142,mib2,protein_coding
FBgn0036512,FBtr0075563_1_FBtr0075563_2,0.00297796307325789,0.00669523299410819,0.00894282976684765,0.163081193615545,0.175837320574163,0.15651358950328,0.207029575653665,0.15049115913556,0.179230363732209,2.56172975159204e-66,1.32231366317678e-61,1.27156187756351e-101,6.57689949932175e-97,3L,15576703,15576762,+,FBtr0075563,CG16979,protein_coding
FBgn0053322,FBtr0081455_3_FBtr0081455_4,0.0247269730063878,0.0291828793774319,0.0381140598531903,0.189304812834225,0.201188707280832,0.219187675070028,0.202334630350195,0.189591078066914,0.168776371308017,8.46105321231048e-66,4.36725722606618e-61,6.03093120037192e-42,3.10140636979126e-37,2L,20814919,20814986,-,FBtr0081455,CG33322,protein_coding
FBgn0011227,FBtr0087861_1_FBtr0087861_2,0.00522466039707419,0.0117351215423303,0.0118811881188119,0.316350710900474,0.330859616573902,0.435158501440922,0.582539682539683,0.628828828828829,0.565217391304348,1.9175327670484e-65,9.89677011729018e-61,3.46104244654224e-100,1.79005115335164e-95,2R,12757232,12757298,-,FBtr0087861,ox,protein_coding
FBgn0250826,FBtr0112351_1_FBtr0112351_2,0.0179007323026851,0.0276679841897233,0.031960663798402,0.360058309037901,0.360335195530726,0.404819277108434,1.01212121212121,0.968162083936324,1.01065719360568,1.74699717885012e-62,9.01502954202029e-58,4.71492736245941e-205,2.44445409106708e-200,2L,10579922,10579997,+,FBtr0112351,CG34160,protein_coding
FBgn0051601,FBtr0307507_4_FBtr0307507_5,0.0053276505061268,0.00154440154440154,0.0105919003115265,0.193729003359462,0.236918604651163,0.224390243902439,0.0446521287642783,0.0459183673469388,0.0572556762092794,3.44466562553962e-61,1.77741301612219e-56,2.5526140117026e-11,1.28927428503075e-06,2L,22043043,22043102,-,FBtr0307507,CG31601,protein_coding
FBgn0035268,FBtr0334074_3_FBtr0334074_4,0.00945945945945946,0.00982800982800983,0.0104314841156946,0.183398522381573,0.200177147918512,0.179786200194363,0.149193548387097,0.1309963099631,0.106481481481481,1.09649640045808e-60,5.65737317816347e-56,7.99098152085837e-25,4.08890533440802e-20,3L,1758147,1758207,+,FBtr0334074,CG8001,protein_coding
FBgn0032660,FBtr0302031_2_FBtr0302031_3,0.0121037463976945,0.0149700598802395,0.020389249304912,0.388926401080351,0.341389728096677,0.37137330754352,0.332326283987915,0.310344827586207,0.319516407599309,1.1388168942185e-60,5.87561188403095e-56,6.40552070477039e-53,3.30057265354704e-48,2L,18011012,18011078,-,FBtr0302031,elfless,protein_coding
FBgn0039923,FBtr0089253_4_FBtr0089253_5,0.0463743676222597,0.0374414976599064,0.0275229357798165,0.393700787401575,0.457402234636872,0.470113085621971,0.296348314606742,0.263613861386139,0.269076305220884,1.35279513990631e-60,6.97947596531862e-56,6.31212756836678e-27,3.23275613413905e-22,4,783246,783302,-,FBtr0089253,MED26,protein_coding
FBgn0016038,FBtr0089725_3_FBtr0089725_4,0.0454735085523571,0.0413829229963332,0.0454785827604442,0.229907937297835,0.212817412333736,0.269293924466338,0.267319277108434,0.283116883116883,0.263367916999202,1.40922469355451e-60,7.27047203898644e-56,9.69253754163465e-54,4.99504922208142e-49,X,622359,622434,+,FBtr0089725,Vsp37A,protein_coding
FBgn0031861,FBtr0334841_1_FBtr0334841_2,0.0226912928759894,0.0308191403081914,0.0209689081706435,0.292452830188679,0.367112810707457,0.285526315789474,0.167067307692308,0.208029197080292,0.213093709884467,1.17304985448253e-59,6.0512949793336e-55,4.53858001560448e-32,2.32856386280603e-27,2L,6805543,6805594,-,FBtr0334841,CG17375,protein_coding
FBgn0011361,FBtr0072677_2_FBtr0072677_3,0.0143385753931545,0.0253324889170361,0.0254470426409904,0.225254949010198,0.258321479374111,0.241683638832315,0.0697350069735007,0.0775379696243006,0.0843471208434712,3.1702689603318e-59,1.63522472973914e-54,1.09031553515974e-09,5.48843034088712e-05,3L,1330291,1330863,+,FBtr0072677,ND-ACP,protein_coding
FBgn0064119,FBtr0301700_1_FBtr0301700_2,0.0428736964078795,0.0400717703349282,0.0480043149946063,0.251301330248699,0.229826062161392,0.286649214659686,0.463536463536464,0.510798122065728,0.420018709073901,4.48875048851235e-59,2.31516283946002e-54,2.98843354406179e-130,1.54750054212152e-125,3R,20042877,20042935,+,FBtr0301700,CG33934,protein_coding
FBgn0067782,FBtr0090034_1_FBtr0090034_2,0.0335144927536232,0.0225165562913907,0.0260021668472373,0.426136363636364,0.467264573991031,0.446555819477435,0.596452328159645,0.522522522522523,0.5,1.16052789043604e-58,5.98542259492386e-54,2.31161024795852e-62,1.19274465574164e-57,3R,20554200,20554253,-,FBtr0090034,att-ORFB,protein_coding
FBgn0032717,FBtr0331194_8_FBtr0331194_9,0.00405588102748986,0.00432666306111412,0.00260586319218241,0.154134165366615,0.170998632010944,0.182910547396529,0.032033426183844,0.0269886363636364,0.0413971539456662,3.07184800262706e-57,1.58402914103467e-52,5.31403321824505e-06,0.263799237020121,2L,18836090,18836154,-,FBtr0331194,CG10600,protein_coding
FBgn0051108,FBtr0339247_4_FBtr0339247_5,0.00448681996634885,0.00309837335398916,0.0043859649122807,0.168791039011201,0.189403973509934,0.181902123730379,0.222486144101346,0.197003745318352,0.210374639769452,3.37277268312332e-57,1.73917023405254e-52,6.98654658305917e-66,3.60610601884599e-61,3R,25114924,25114979,-,FBtr0339247,TTLL5,protein_coding
FBgn0036072,FBtr0076311_2_FBtr0076311_3,0.00170539330633127,0.00367647058823529,0.00110680686220255,0.20203488372093,0.27491961414791,0.232142857142857,0.0383141762452107,0.0325732899022801,0.105691056910569,4.05450057165089e-57,2.09066267476607e-52,6.14322179537194e-06,0.304826665486356,3L,10166345,10166403,-,FBtr0076311,CG6628,protein_coding
FBgn0263078,FBtr0306920_1_FBtr0306920_2,0.0172612197928654,0.0260071392146864,0.0369718309859155,0.49648382559775,0.552412645590682,0.591397849462366,0.45625,0.45578231292517,0.520179372197309,5.04921959666832e-57,2.60347860843412e-52,4.07759685043919e-41,2.09665952452733e-36,2L,18672501,18672560,-,FBtr0306920,CG43339,protein_coding
FBgn0051287,FBtr0345259_1_FBtr0345259_2,0.0334791706296367,0.0335467349551857,0.0344919786096257,0.218046665290109,0.195660672400313,0.196247068021892,0.340856748042377,0.307066598881546,0.285209490156487,8.15853434066553e-57,4.20654030604715e-52,6.77294221196625e-126,3.50675855966764e-121,3R,16203594,16203648,+,FBtr0345259,CG31287,protein_coding
FBgn0033672,FBtr0088045_1_FBtr0088045_2,0.00817577925396014,0.0170183798502383,0.00558659217877095,0.181223727230266,0.233798604187438,0.219286657859974,0.235562310030395,0.173352435530086,0.222634508348794,2.27755883094923e-56,1.1742637820608e-51,3.98898002491746e-34,2.04782267539187e-29,2R,11988564,11988623,-,FBtr0088045,rho-7,protein_coding
FBgn0037262,FBtr0336456_2_FBtr0336456_3,0.0271145285309591,0.0286225402504472,0.0299120234604106,0.200352009386917,0.226655583264062,0.248839368616527,0.197073170731707,0.224530168150346,0.248009101251422,3.90433320580608e-56,2.01291802758538e-51,5.38900012041182e-48,2.77485005200125e-43,3R,4642659,4642751,+,FBtr0336456,MED31,protein_coding
FBgn0052181,FBtr0301018_1_FBtr0301018_2,0.0165401301518438,0.0176767676767677,0.0151885001356116,0.158995815899582,0.163136547994592,0.166469893742621,0.383961117861482,0.348514851485148,0.406993006993007,2.31256184791801e-55,1.19214875822022e-50,2.08428587094732e-130,1.07932659541136e-125,3L,17759883,17759968,+,FBtr0301018,CG32181,protein_coding
FBgn0037169,FBtr0078513_2_FBtr0078513_3,0.0231084606783451,0.030491599253267,0.0267379679144385,0.198329853862213,0.236499802916831,0.237742830712303,0.244012944983819,0.229986431478969,0.22733918128655,2.94250746016846e-55,1.51683317064224e-50,2.71747367913824e-54,1.40050441001747e-49,3L,22548753,22548806,+,FBtr0078513,CG11404,protein_coding
FBgn0262998,FBtr0306840_1_FBtr0306840_2,0.008,0.00728291316526611,0.00316455696202532,0.264192139737991,0.215646940822467,0.255892255892256,0.284403669724771,0.333333333333333,0.301587301587302,2.96777352205135e-55,1.52982789514703e-50,6.99743103773267e-47,3.60206757529364e-42,3L,18294752,18295272,+,FBtr0306840,lncRNA:CR43306,ncRNA
FBgn0030625,FBtr0074002_1_FBtr0074002_2,0.00377928949357521,0.00210526315789474,0.00663227708179808,0.174616695059625,0.179967426710098,0.21142162818955,0.362132352941176,0.354279523293608,0.325940212150434,4.87067248644679e-55,2.51053942641413e-50,2.82371980139951e-86,1.45963723973943e-81,X,15294267,15294337,+,FBtr0074002,CG5877,protein_coding
FBgn0028694,FBtr0079027_1_FBtr0079027_2,0.0202757502027575,0.0126436781609195,0.00900900900900901,0.341429562803609,0.36440379880408,0.309782608695652,0.190058479532164,0.197781885397412,0.217758985200846,1.06605801330824e-54,5.494569606392e-50,4.32042329382624e-30,2.21538345237528e-25,2L,5059560,5059630,-,FBtr0079027,Rpn11,protein_coding
FBgn0033818,FBtr0087758_3_FBtr0087758_4,0.00752475247524752,0.0154028436018957,0.0170575692963753,0.243227326266196,0.233292831105711,0.264529058116232,0.698175787728027,0.713646532438479,0.583333333333333,1.27186092178936e-54,6.55504400481019e-50,7.56613743123482e-142,3.91895654388239e-137,2R,13249332,13249401,-,FBtr0087758,CG4712,protein_coding
FBgn0034423,FBtr0086511_1_FBtr0086511_2,0.0216240070609003,0.0274368231046931,0.0256410256410256,0.192584963954686,0.196903117807073,0.230381569474442,0.306802721088435,0.287889273356401,0.295210864903503,1.4242387360948e-54,7.34009917421175e-50,4.08227628006094e-69,2.10763842063266e-64,2R,19260068,19260122,+,FBtr0086511,tbrd-2,protein_coding
FBgn0035424,FBtr0073045_5_FBtr0073045_6,0.0213523131672598,0.0166309012875536,0.01953125,0.242207094231458,0.252726588943212,0.268057784911718,0.203860072376357,0.142493638676845,0.127982646420824,1.51941980047957e-54,7.8304818837515e-50,2.73462112935847e-24,1.39889543872332e-19,3L,3229193,3229253,+,FBtr0073045,Larp4B,protein_coding
FBgn0050271,FBtr0339758_4_FBtr0339758_5,0.0103043374071411,0.0135846964236207,0.0106786083362039,0.177243880326383,0.202928870292887,0.178899082568807,0.085423197492163,0.0999099909990999,0.0875099443118536,1.6161644272915e-54,8.32890337604675e-50,1.95660339395859e-30,1.00340491852378e-25,2R,22819954,22820159,+,FBtr0339758,CG30271,protein_coding
FBgn0033673,FBtr0306003_1_FBtr0306003_2,0.00842865743527995,0.00159744408945687,0.00468164794007491,0.20620774431469,0.251477541371158,0.208171206225681,0.264705882352941,0.228353948620362,0.214457831325301,1.76222723633583e-54,9.08128561700943e-50,3.98876445495621e-59,2.05752436880006e-54,2R,11989328,11989382,+,FBtr0306003,CG8298,protein_coding
FBgn0032883,FBtr0081459_3_FBtr0081459_4,0.00812407680945347,0.00580168776371308,0.00891452543261667,0.185923753665689,0.242966751918159,0.201320132013201,0.158291457286432,0.209046454767726,0.214449541284404,3.08053613084683e-53,1.58733865750275e-48,1.9310453881e-55,9.95376655750026e-51,2L,20755266,20755320,-,FBtr0081459,Rhau,protein_coding
FBgn0041775,FBtr0332635_6_FBtr0332635_7,0.00443880786303107,0.0108695652173913,0.0072,0.209893992932862,0.213556851311953,0.261640798226164,0.14795008912656,0.103040540540541,0.175840978593272,1.78878135863315e-52,9.21508604713453e-48,3.20496252405368e-19,1.63485138351978e-14,3L,12519071,12519144,+,FBtr0332635,tral,protein_coding
FBgn0051752,FBtr0331193_2_FBtr0331193_3,0.0305711987127916,0.0338461538461538,0.0448343079922027,0.258455647734525,0.282277710109622,0.279258400926999,0.490545050055617,0.484276729559748,0.47932131495228,1.0526199078407e-51,5.42120304936118e-47,5.82704967351474e-115,3.01584782902429e-110,2L,18840853,18840914,-,FBtr0331193,CG31752,protein_coding
FBgn0040670,FBtr0081562_1_FBtr0081562_2,0.00530503978779841,0.0108359133126935,0.00705218617771509,0.366279069767442,0.391554702495202,0.536585365853659,0.4609375,0.403100775193798,0.569105691056911,1.45407826903596e-50,7.48661278378544e-46,4.59769470146827e-30,2.35751393512487e-25,3R,7094201,7094263,+,FBtr0081562,e(y)2b,protein_coding
FBgn0283503,FBtr0445388_7_FBtr0445388_8,0.00868621064060804,0.010738255033557,0.00834326579261025,0.347826086956522,0.355337078651685,0.308176100628931,0.17687074829932,0.168591224018476,0.190930787589499,4.39778695685505e-50,2.26420061473682e-45,4.02536558127927e-22,2.05704231934533e-17,3L,14045400,14045456,-,FBtr0445388,Neurl4,protein_coding
FBgn0034948,FBtr0072204_1_FBtr0072204_2,0.0103480714957667,0.00860832137733142,0.0097799511002445,0.328790459965928,0.317073170731707,0.296482412060302,0.310077519379845,0.291066282420749,0.258914728682171,5.55978993027984e-50,2.86240224770527e-45,2.9250151378425e-44,1.50471553736031e-39,2R,23976088,23976148,-,FBtr0072204,PPP1R15,protein_coding
FBgn0036484,FBtr0331830_1_FBtr0331830_2,0.0227034579112819,0.0244454504300589,0.0280932456664674,0.198100027940766,0.186376811594203,0.229394240317776,0.216417910447761,0.189352692075015,0.19214753123141,8.19592114592847e-50,4.21950608355835e-45,3.23815862891713e-47,1.66700406216654e-42,3L,15144550,15144669,+,FBtr0331830,Pex3,protein_coding
FBgn0025702,FBtr0306596_4_FBtr0306596_5,0.0126782884310618,0.0117001828153565,0.00989208633093525,0.160714285714286,0.16464582003829,0.247761194029851,0.0383435582822086,0.0336448598130841,0.0272572402044293,1.1882611729452e-49,6.11716851832187e-45,0.00396979853671806,1,3L,22279937,22280159,+,FBtr0306596,Srpk79D,protein_coding
FBgn0033476,FBtr0088434_5_FBtr0088434_6,0.00422832980972516,0.00386697602474865,0.00698324022346369,0.17126334519573,0.215405284370802,0.185538881309686,0.114060963618486,0.0970220941402498,0.0818094321462945,2.07400597882203e-48,1.06734569688118e-43,3.83766912138247e-21,1.95993599698124e-16,2R,10038513,10038581,-,FBtr0088434,oys,protein_coding
FBgn0053287,FBtr0290073_1_FBtr0290073_2,0.0123400365630713,0.0131319763624425,0.00495785820525533,0.170993227990971,0.181605155243117,0.154654654654655,0.154115586690018,0.161904761904762,0.11317254174397,3.51493145415906e-48,1.80878372631025e-43,2.95730196518388e-30,1.51650444774629e-25,3L,20970446,20970501,-,FBtr0290073,CG33287,protein_coding
FBgn0027052,FBtr0080027_2_FBtr0080027_3,0.00431266846361186,0.00438917337234821,0.00950734658599827,0.187906046976512,0.228556753980483,0.22644376899696,0.0676156583629893,0.0603015075376884,0.0727023319615912,4.02564491944645e-48,2.07151636264875e-43,1.38771410754902e-12,7.02474758382388e-08,2L,10438240,10438301,+,FBtr0080027,STUB1,protein_coding
FBgn0039560,FBtr0335013_2_FBtr0335013_3,0.00166805671392827,0,0.00357568533969011,0.174506828528073,0.217966573816156,0.241706161137441,0.0701754385964912,0.0833333333333333,0.088339222614841,1.10581294222565e-47,5.68973933163362e-43,3.08322165607329e-16,1.56812653427888e-11,3R,27939648,27939707,+,FBtr0335013,BOD1,protein_coding
FBgn0278598,FBtr0415456_1_FBtr0415456_2,0.0168810289389068,0.0213872832369942,0.0140562248995984,0.332220367278798,0.387434554973822,0.421686746987952,0.717514124293785,0.564102564102564,0.691588785046729,1.33812893241539e-46,6.88320141545152e-42,8.41115159276851e-58,4.33763087639072e-53,2L,22547487,22547540,+,FBtr0415456,lncRNA:CR46268,ncRNA
FBgn0263078,FBtr0306920_2_FBtr0306920_3,0.0155487804878049,0.0292645360030805,0.0217391304347826,0.323284823284823,0.359773371104816,0.32824427480916,0.584541062801932,0.416666666666667,0.479638009049774,1.95194623234359e-46,1.00398354460592e-41,2.31472038618825e-47,1.19166434921743e-42,2L,18672287,18672340,-,FBtr0306920,CG43339,protein_coding
FBgn0261529,FBtr0080623_8_FBtr0080623_9,0.0040920716112532,0.00458452722063037,0.00405797101449275,0.254851228978008,0.207792207792208,0.221183800623053,0.0850202429149798,0.0833333333333333,0.0985401459854015,2.4346970535093e-46,1.25226208250198e-41,4.08064551169222e-13,2.06749985495398e-08,2L,14333186,14333244,+,FBtr0080623,ms(2)34Fe,protein_coding
FBgn0030780,FBtr0074322_1_FBtr0074322_2,0.00872938894277401,0.0167130919220056,0.0105540897097625,0.170765027322404,0.169265033407572,0.161971830985915,0.361475409836066,0.33125,0.338818973862536,2.67148331045317e-46,1.37402401106538e-41,1.44818673386205e-93,7.48784950743372e-89,X,16711581,16711655,+,FBtr0074322,CG13008,protein_coding
FBgn0034655,FBtr0345486_1_FBtr0345486_2,0.0468262226847034,0.0464355788096795,0.0388768898488121,0.355247981545559,0.414261460101868,0.45679012345679,0.304123711340206,0.254950495049505,0.232843137254902,1.66350384054936e-45,8.55490120079317e-41,2.6051387766586e-24,1.33268479258747e-19,2R,21689223,21689284,+,FBtr0345486,CG10307,protein_coding
FBgn0029728,FBtr0332312_2_FBtr0332312_3,0.0275324675324675,0.0367597004765146,0.0177049180327869,0.207670720299345,0.183813892529489,0.175029171528588,0.078205865439908,0.0698455339153795,0.0746478873239437,5.79205037560826e-45,2.97833022364153e-40,0.000157935228459816,1,X,4803619,4803690,-,FBtr0332312,CG2861,protein_coding
FBgn0052396,FBtr0076969_1_FBtr0076969_2,0.0271493212669683,0.0281368821292776,0.0315860215053763,0.230769230769231,0.271952259164535,0.336021505376344,0.658256880733945,0.641425389755011,0.676470588235294,1.04254525965928e-44,5.36045496159011e-40,3.99997717060856e-106,2.06950818852946e-101,3L,6530920,6530972,+,FBtr0076969,CG32396,protein_coding
FBgn0287210,FBtr0475309_1_FBtr0475309_2,0.000771604938271605,0.00833333333333333,0.00206611570247934,0.157929226736566,0.190260475651189,0.201739130434783,0.0461922596754057,0.0452781371280724,0.0625,3.92650447041647e-44,2.0185374181517e-39,1.36067094258631e-06,0.0677668556245687,X,15855726,15855790,-,FBtr0475309,CG46440,protein_coding
FBgn0038829,FBtr0110823_2_FBtr0110823_3,0.00783475783475784,0.0146396396396396,0.0140127388535032,0.219193020719738,0.227428571428571,0.320366132723112,0.242063492063492,0.32648401826484,0.283433133732535,4.02132465804944e-44,2.06724236696348e-39,1.67760594804058e-40,8.62423665768703e-36,3R,20821367,20821428,-,FBtr0110823,CG17271,protein_coding
FBgn0029158,FBtr0290266_1_FBtr0290266_2,0.010844306738962,0.0144927536231884,0.0188902007083825,0.281965006729475,0.299474605954466,0.310891089108911,0.102564102564103,0.134978229317852,0.123100303951368,9.3733983044327e-44,4.81848913237667e-39,5.70479189015996e-15,2.89746380101225e-10,3L,20432151,20432210,-,FBtr0290266,Las,protein_coding
FBgn0039188,FBtr0084629_1_FBtr0084629_2,0.00910010111223458,0.0109289617486339,0.00480769230769231,0.313758389261745,0.338695263628239,0.330601092896175,0.411003236245955,0.241379310344828,0.273417721518987,1.85376223206036e-43,9.52870862523669e-39,6.35892586432324e-30,3.26015770137988e-25,3R,24356486,24356541,-,FBtr0084629,Golgin84,protein_coding
FBgn0050192,FBtr0071967_2_FBtr0071967_3,0.00779220779220779,0.0197215777262181,0.0125470514429109,0.257575757575758,0.29053606882859,0.27027027027027,0.340397350993377,0.287692307692308,0.300917431192661,3.59560169416289e-43,1.8480314027489e-38,8.37689929670195e-44,4.30907699822348e-39,2R,23138925,23138983,+,FBtr0071967,CG30192,protein_coding
FBgn0262611,FBtr0305285_1_FBtr0305285_2,0.0102564102564103,0.00959232613908873,0.0121412803532009,0.392857142857143,0.383739837398374,0.432748538011696,0.694610778443114,0.724770642201835,0.694610778443114,1.47933431858964e-42,7.60155939607284e-38,1.460509986358e-96,7.55258924145449e-92,X,5864969,5865029,-,FBtr0305285,CG43137,protein_coding
FBgn0037710,FBtr0332808_4_FBtr0332808_5,0.0045425048669695,0.0134994807892004,0.00419727177334732,0.150952858575727,0.215289488476672,0.194524495677233,0.159509202453988,0.121468926553672,0.144827586206897,2.97640470619893e-42,1.52939579423326e-37,4.5797830828862e-14,2.32350714927149e-09,3R,9562112,9562175,-,FBtr0332808,CG9393,protein_coding
