id_gene,Stock Number,Transgene,Status,FT1 eggs,FT1 hatched,FT2 eggs,FT2 hatched,FT3 eggs,FT3 hatched,FT4 eggs,FT4 hatched,Recorded cellular phenotype,Previously reported in DM?,Function,Previous ref to RNAi working?,Other species infertility phenotype?,Our DM pheno code,Others DM pheno code,MM pheno code,HS pheno code,Flybase link
FBgn0266670,27526,P{TRiP.JF02676}attP2,Screened,25,13,25,15,25,22,21,21,,"Yes. Reduced fertility, with defects in male germ line stem cells and spermatocytes (https://www.jstage.jst.go.jp/article/csf/34/1/34_08042/_html/-char/em)",Insulin-like receptor,Yes ,,,D,,,http://flybase.org/reports/FBgn0283499
FBgn0019890,31090,P{TRiP.JF01554}attP2,Screened,25,19,30,27,25,17,30,20,,No,Smg5 nonsense mediated mRNA decay factor,No ,,,,,,http://flybase.org/reports/FBgn0019890
FBgn0003210,28668,P{TRiP.JF03083}attP2,Screened,25,23,25,10,28,25,23,19,,No,Beta3-adaptin subunit of the Adaptor protein-3 (AP-3) complex,No ,,,,,,http://flybase.org/reports/FBgn0003210
FBgn0264273,28932,P{TRiP.HM05143}attP2,Screened,26,21,28,22,30,21,16,12,,No,Semaphorin 2b,No ,,,,,,http://flybase.org/reports/FBgn0264273
FBgn0000108,28043,P{TRiP.JF02878}attP2,Screened,25,15,26,12,18,18,23,23,,No,Beta amyloid protein precursor-like,Yes ,,,,,,http://flybase.org/reports/FBgn0000108
FBgn0039635,55619,P{TRiP.HMC03762}attP40,Screened,25,20,20,10,25,22,26,23,,No,Predicted pyruvate dehydrogenase,Yes,,,,,,http://flybase.org/reports/FBgn0039635
FBgn0015075,27531,P{TRiP.JF02682}attP2,Screened,25,17,25,12,23,23,21,19,,Yes. Defective spermiogenesis (https://www.sciencedirect.com/science/article/pii/S0012160615302050?via%3Dihub),Member of the DEAD box family of RNA helicases,No ,,,B,,,http://flybase.org/reports/FBgn0015075
FBgn0035802,v35251,P{GD12260}v35251,Screened,25,14,26,16,30,28,27,27,,No,RhoGEF,Yes,,,,,,http://flybase.org/reports/FBgn0035802
FBgn0030518,28637,P{TRiP.JF03052}attP2,Screened,22,15,34,25,22,17,63,58,,No,Methylthioribulose 1-phosphate dehydratase,No,,,,,,http://flybase.org/reports/FBgn0030518
FBgn0036848,v39667,P{GD6974}v39667/CyO,Screened,25,22,25,20,30,20,25,20,,No,ADP-dependent NAD(P)H-hydrate dehydratase,Yes ,,,,,,http://flybase.org/reports/FBgn0036848
FBgn0034566,51888,P{TRiP.HMC03462}attP40,Screened,14,12,20,16,52,41,44,31,,No,Predicted ATP-dependent microtubule motor activity,No ,,,,,,http://flybase.org/reports/FBgn0034566
FBgn0037241,v103770,P{KK102570}VIE-260B,Screened,26,16,22,21,30,26,28,20,,No,Predicted ubiquitin protein ligase,No ,,,,,,http://flybase.org/reports/FBgn0037241
FBgn0015391,v10937,P{GD4454}v10937,Screened,21,16,27,19,25,23,26,20,,No,Condensin subunit,Yes,,,,,,http://flybase.org/reports/FBgn0015391
FBgn0030099,51395,P{TRiP.GLC01627}attP2,Screened,26,20,25,23,23,15,83,69,,No,Predicted heme binding protein,No ,,,,,,http://flybase.org/reports/FBgn0030099
FBgn0036165,43975,P{TRiP.GL01585}attP2,Screened,22,15,33,30,23,19,59,45,,No,Cell growth inhibitor and cell death activator,No ,,,,,,http://flybase.org/reports/FBgn0036165
FBgn0036043,51827,P{TRiP.HMC03399}attP40,Screened,20,17,27,17,57,46,76,68,,No,Predicted inorganic anion exchanger,Yes ,,,,,,http://flybase.org/reports/FBgn0036043
FBgn0029853,v7113,P{GD3255}v7113,Screened,27,19,30,21,30,27,25,22,,No,Thiol-dependent ubiquitin-specific protease activity,Yes,,,,,,http://flybase.org/reports/FBgn0029853
FBgn0037900,52918,P{TRiP.HMC03658}attP40,Screened,16,14,31,20,13,11,55,45,,No,Nucleoside-diphosphatase activity and nucleoside-triphosphatase activity,No,,,,,,http://flybase.org/reports/FBgn0037900
FBgn0039726,v40322,P{GD10611}v40322,Screened,15,9,15,11,25,25,23,20,,No,Eukaryotic translation initiation factor 2B subunit alpha,Yes ,,,,,,http://flybase.org/reports/FBgn0039726
FBgn0036210,44640,P{TRiP.GLC01613}attP2,Screened,29,21,91,71,72,60,158,138,,No,Alpha-ketoglutarate-dependent dioxygenase alkB homologue 7,No,,,,,,http://flybase.org/reports/FBgn0036210
FBgn0036808,v8416,P{GD2711}v8416/CyO,Screened,26,25,30,18,30,21,20,19,,No,Protein of the inner mitochondrial membrane,No,,,,,,http://flybase.org/reports/FBgn0036808
FBgn0011260,29519,P{TRiP.HM05196}attP2,Screened,28,11,14,14,24,22,22,20,,No,Secreted member of the semaphorin protein family,No ,,,,,,http://flybase.org/reports/FBgn0011260
FBgn0036784,34882,P{TRiP.HMS01227}attP2,Screened,17,11,19,13,16,16,18,16,,No,Transketolase,No,,,,,,http://flybase.org/reports/FBgn0036784
FBgn0037534,50710,P{TRiP.HMC03112}attP2,Screened,30,17,32,24,21,19,17,17,,No,Predicted fatty acid elongase activity,Yes,,,,,,http://flybase.org/reports/FBgn0037534
FBgn0085395,25819,P{TRiP.JF01837}attP2,Screened,25,15,26,21,27,22,30,30,,No,Voltage-gated potassium channel,No ,,,,,,http://flybase.org/reports/FBgn0085395
FBgn0003889,65163,P{TRiP.HMC06040}attP40,Screened,20,17,25,15,22,19,34,31,,Yes. Meiotic and post-meiotic defects (http://jcb.rupress.org/content/99/1/1),Predicted to have GTP binding activity and to be a structural constituent of cytoskeleton,No,,,A,,,http://flybase.org/reports/FBgn0003889
FBgn0033238,v102353,P{KK111538}VIE-260B,Screened,25,20,30,26,25,19,30,24,,No,Calcium ion binding ,No,,,,,,http://flybase.org/reports/FBgn0033238
FBgn0051092,31150,P{TRiP.JF01627}attP2,Screened,24,17,12,12,28,24,30,20,,No,Transmembrane receptor,No ,,,,,,http://flybase.org/reports/FBgn0051092
FBgn0037613,v23702,P{GD13737}v23702,Screened,25,20,30,26,30,20,21,19,,No,Cyclin-dependent kinase subunit 85A,Yes,Mouse infertility 2/2 (for Cks2). Meiotic defects (https://science.sciencemag.org/content/300/5619/647.long),,,A,,http://flybase.org/reports/FBgn0037613
FBgn0030183,29530,P{TRiP.HM05209}attP2,Screened,23,12,37,31,37,35,76,71,,No,Unknown,No ,,,,,,http://flybase.org/reports/FBgn0030183
FBgn0028387,27027,P{TRiP.JF02348}attP2,Screened,22,21,25,25,26,22,25,11,,No,Histone acetyltransferase ,Yes ,,,,,,http://flybase.org/reports/FBgn0028387
FBgn0038787,51813,P{TRiP.HMC03384}attP2,Screened,25,25,14,7,19,18,25,20,,No,Predicted transcription repressor,No ,,,,,,http://flybase.org/reports/FBgn0038787
FBgn0032677,62453,P{TRiP.HMJ23933}attP40/CyO,Screened,17,13,28,16,30,29,20,19,,No,Predicted to have protein serine/threonine kinase activity,No,,,,,,http://flybase.org/reports/FBgn0032677
FBgn0038887,55370,P{TRiP.HMC04058}attP40,Screened,30,18,14,12,27,23,30,29,,No,Predicted to be involved in mRNA splicing,No,,,,,,http://flybase.org/reports/FBgn0038887
FBgn0028497,38340,P{TRiP.HMS01807}attP2,Screened,15,11,71,56,62,49,134,131,,No,Protein-tyrosine-phosphatase,Yes ,,,,,,http://flybase.org/reports/FBgn0028497
FBgn0004915,62165,P{TRiP.HMC05172}attP40,Screened,18,17,26,18,30,21,22,21,,No,Transcription factor,No,,,,,,http://flybase.org/reports/FBgn0004915
FBgn0034158,31142,P{TRiP.JF01617}attP2,Screened,26,25,26,18,27,23,48,38,,No,Predicted Ral guanyl-nucleotide exchange factor,No ,,,,,,http://flybase.org/reports/FBgn0034158
FBgn0005655,v108384,P{KK108382}VIE-260B,Screened,27,21,31,26,26,25,25,18,,No,Predicted to have DNA polymerase processivity factor activity,Yes,,,,,,http://flybase.org/reports/FBgn0005655
FBgn0032393,v105106,P{KK101134}VIE-260B,Screened,25,16,30,26,35,29,30,29,,No,Cysteine desulfurase,Yes,,,,,,http://flybase.org/reports/FBgn0032393
FBgn0003386,28346,P{TRiP.JF02982}attP2,Screened,25,21,25,19,27,26,23,17,,No,Voltage-gated potassium channel (Kv3.1),Yes ,,,,,,http://flybase.org/reports/FBgn0003386
FBgn0038578,v44024,P{GD4153}v44024/CyO,Screened,8,8,15,15,25,19,20,11,,Yes. Partial meiotic arrest (https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1005701),Activating transcription factor binding and transcription coregulator activity,Yes ,,,A,,,http://flybase.org/reports/FBgn0038578
FBgn0003731,31525,P{TRiP.JF01083}attP2,Screened,25,20,25,22,22,21,25,17,,"Yes, but in somatic cells. Required for normal stem cell regulation (https://www.nature.com/articles/35037606)",Epidermal growth factor receptor,Yes ,,,H,,,http://flybase.org/reports/FBgn0003731
FBgn0036497,27512,P{TRiP.JF02662}attP2,Screened,21,17,27,25,26,18,28,25,,No,Predicted to have GTPase activity,No,,,,,,http://flybase.org/reports/FBgn0036497
FBgn0037609,34570,P{TRiP.HMS01044}attP2,Screened,8,4,15,14,22,21,30,28,,No,May be required for cell surface expression of acetylcholine receptors,No ,,,,,,http://flybase.org/reports/FBgn0037609
FBgn0036381,v23620,P{GD14015}v23620,Screened,28,25,33,32,25,16,28,23,,No,Predicted to have ethanolamine-phosphate phospho-lyase activity,No,,,,,,http://flybase.org/reports/FBgn0036381
FBgn0041094,v25504,P{GD9925}v25504/CyO,Screened,26,21,26,23,30,23,30,26,,No,Cell growth inhibitor and cell death activator,No ,,,,,,http://flybase.org/reports/FBgn0041094
FBgn0013759,51721,P{TRiP.HMC03260}attP2,Screened,24,20,23,20,30,25,25,20,,No,Adhesion molecule,Yes ,,,,,,http://flybase.org/reports/FBgn0013759
FBgn0262871,v17491,P{GD8297}v17491,Screened,25,23,25,20,30,26,25,19,,No,Protein involved in neurogenesis,Yes ,,,,,,http://flybase.org/reports/FBgn0262871
FBgn0033934,v47901,P{GD9366}v47901/TM3,Screened,30,25,32,25,22,22,30,22,,No,Predicted to be involved in regulation of transcription,Yes ,,,,,,http://flybase.org/reports/FBgn0033934
FBgn0036254,v9289,P{GD1720}v9289,Screened,30,25,26,18,30,29,23,20,,No,Predicted to be involved in endonucleolytic cleavage,Yes ,,,,,,http://flybase.org/reports/FBgn0036254
FBgn0036821,v37305,P{GD2713}v37305,Screened,29,24,31,28,30,21,30,28,,No,Predicted to have long-chain fatty acid-CoA ligase activity,Yes,,,,,,http://flybase.org/reports/FBgn0036821
FBgn0037024,v6262,P{GD1595}v6262/TM3,Screened,23,15,25,22,21,19,16,15,,No,Hydroxyacylglutathione hydrolase,Yes ,,,,,,http://flybase.org/reports/FBgn0037024
FBgn0036330,v31113,P{GD6726}v31113/TM3,Screened,30,18,28,26,30,29,25,22,,No,Predicted to have RNA binding activity and protein homodimerization activity,Yes ,,,,,,http://flybase.org/reports/FBgn0036330
FBgn0250785,28599,P{TRiP.HM05087}attP2,Screened,25,23,30,27,30,21,21,18,,No,Membrane-associated guanylate kinase ,Yes ,,,,,,http://flybase.org/reports/FBgn0250785
FBgn0003651,v37086,P{GD1546}v37086/CyO,Screened,25,17,26,21,30,28,25,24,,No,Transcription repressor,Yes,,,,,,http://flybase.org/reports/FBgn0003651
FBgn0003862,31092,P{TRiP.JF01557}attP2,Screened,27,25,26,25,30,20,30,25,,No,Trithorax,Yes ,,,,,,http://flybase.org/reports/FBgn0003862
FBgn0033809,61249,P{TRiP.HMJ23028}attP40,Screened,45,33,16,15,74,56,75,72,,No,Solute carrier family 22 member,No ,,,,,,http://flybase.org/reports/FBgn0033809
FBgn0027507,35261,P{TRiP.GL00152}attP2,Screened,30,24,21,14,27,26,33,32,,No,Member of the SCYL family of pseudokinases,Yes ,,,,,,http://flybase.org/reports/FBgn0027507
FBgn0284221,29436,P{TRiP.JF03372}attP2,Screened,28,26,25,21,30,26,17,13,,No,Semaphorin 5c,No ,,,,,,http://flybase.org/reports/FBgn0284221
FBgn0085434,26012,P{TRiP.JF02037}attP2,Screened,25,22,15,12,25,20,28,26,,No,Voltage-gated calcium-selective cation channel,No ,,,,,,http://flybase.org/reports/FBgn0085434
FBgn0261618,v24841,P{GD8215}v24841,Screened,30,28,30,27,29,25,21,15,,Yes. Mutant is male sterile and has partially penetrant spermatocyte/spermatid defects (https://www.sciencedirect.com/science/article/pii/S0012160609010665?via%3Dihub),Protein that associates and interacts with poly(A)-binding protein,Yes ,,,A,,,http://flybase.org/reports/FBgn0261618
FBgn0001104,31133,P{TRiP.JF01608}attP2,Screened,22,17,12,12,26,21,30,25,,No,G protein alpha i subunit,No ,,,,,,http://flybase.org/reports/FBgn0001104
FBgn0031078,v38610,P{GD7439}v38610,Screened,27,23,30,24,30,27,30,26,,No,Nucleoporin 205kD,Yes,,,,,,http://flybase.org/reports/FBgn0031078
FBgn0039228,65381,P{TRiP.HMC06133}attP40,Screened,15,14,20,20,40,29,26,20,,No,Unknown ,No,,,,,,http://flybase.org/reports/FBgn0039228
FBgn0025790,29517,P{TRiP.HM05194}attP2,Screened,26,26,26,23,26,24,29,18,,No,RNA-binding protein,Yes,,,,,,http://flybase.org/reports/FBgn0025790
FBgn0038047,57445,P{TRiP.HMC04753}attP40,Screened,30,26,20,17,28,20,20,20,,No,Zinc finger C2H2 transcription factor,No,,,,,,http://flybase.org/reports/FBgn0038047
FBgn0033755,v4642,P{GD1958}v4642/TM3,Screened,25,20,25,25,25,23,25,18,,No,Chloride transmembrane transporter,Yes ,,,,,,http://flybase.org/reports/FBgn0033755
FBgn0036496,v49886,P{GD17843}v49886,Screened,27,27,27,26,30,24,25,17,,No,mRNA 3'-UTR binding activity,Yes,,,,,,http://flybase.org/reports/FBgn0036496
FBgn0027330,v13479,P{GD3539}v13479,Screened,23,17,31,29,31,28,30,26,,No,Acetyltransferase,Yes ,,,,,,http://flybase.org/reports/FBgn0027330
FBgn0036967,v104778,P{KK108602}VIE-260B,Screened,22,21,15,13,24,21,16,12,,No,Regulator of protein neddylation,No ,,,,,,http://flybase.org/reports/FBgn0036967
FBgn0264695,v7164,P{GD1485}v7164,Screened,27,26,25,20,30,29,25,18,,Yes. Apparent reduction in sperm counts and increased morphological variability. (http://www.ou.edu/journals/dis/DIS83/Research83/Akhileshwar%20and%20Ramachandra%2045.pdf),Myosin heavy chain,Yes,,,C,,,http://flybase.org/reports/FBgn0264695
FBgn0003071,v3017,P{GD1508}v3017,Screened,27,20,25,21,20,19,25,23,,No,6-phosphofructokinase activity ,Yes,,,,,,http://flybase.org/reports/FBgn0003071
FBgn0034975,29518,P{TRiP.HM05195}attP2,Screened,25,23,23,21,26,23,30,22,,No,MYST family histone acetyltransferase,Yes ,,,,,,http://flybase.org/reports/FBgn0034975
FBgn0039140,27695,P{TRiP.JF02775}attP2,Screened,27,25,29,27,22,19,23,17,,No,Mitochondrial Rho,Yes ,,,,,,http://flybase.org/reports/FBgn0039140
FBgn0025463,31337,P{TRiP.JF01295}attP2,Screened,22,16,31,31,27,20,28,28,,No,Brahma associated protein 60kD,Yes ,,,,,,http://flybase.org/reports/FBgn0025463
FBgn0052110,62438,P{TRiP.HMJ23892}attP40/CyO,Screened,55,46,45,43,65,52,60,53,,No,Predicted SUMO-specific isopeptidase,No,,,,,,http://flybase.org/reports/FBgn0052110
FBgn0261804,v104049,P{KK112556}VIE-260B,Screened,28,23,32,31,27,25,25,19,,No,Dipeptidase,No ,,,,,,http://flybase.org/reports/FBgn0261804
FBgn0259729,v108712,P{KK106508}VIE-260B,Screened,33,32,30,22,25,21,30,28,,No,Predicted to have ubiquitin binding activity,No,,,,,,http://flybase.org/reports/FBgn0259729
FBgn0012034,41917,P{TRiP.HMS02314}attP2,Screened,20,18,24,18,15,13,29,28,,No,Acetate--CoA ligase,Yes ,,,,,,http://flybase.org/reports/FBgn0012034
FBgn0036747,64606,P{TRiP.HMC05641}attP40,Screened,30,29,24,15,33,31,21,20,,No,Adenosinetriphosphatase ,No,,,,,,http://flybase.org/reports/FBgn0036747
FBgn0017556,v21871,P{GD11356}v21871,Screened,35,34,25,23,27,27,25,15,,No,Proteasome subunit,Yes,,,,,,http://flybase.org/reports/FBgn0017556
FBgn0032123,v22983,P{GD12775}v22983,Screened,24,24,20,13,26,25,25,22,,No,Transmembrane transporter ,Yes,,,,,,http://flybase.org/reports/FBgn0032123
FBgn0040228,v8057,P{GD3469}v8057,Screened,21,17,19,13,16,16,30,30,,Yes. Male sterility (http://flybase.org/reports/FBrf0209649.html),Motor protein,Yes ,,,G,,,http://flybase.org/reports/FBgn0040228
FBgn0051958,31569,P{TRiP.JF01142}attP2,Screened,23,18,30,24,26,24,25,25,,No,Predicted to have calcium ion binding activity,No,,,,,,http://flybase.org/reports/FBgn0051958
FBgn0031106,v8644,P{GD3694}v8644,Screened,29,24,30,24,25,25,25,22,,No,SNAP receptor,Yes,,,,,,http://flybase.org/reports/FBgn0031106
FBgn0034803,55948,P{TRiP.HMC04237}attP40,Screened,17,12,73,62,56,55,83,81,,No,May be involved in iversification of muscle cell fates,No ,,,,,,http://flybase.org/reports/FBgn0034803
FBgn0022942,v22331,P{GD12110}v22331,Screened,18,18,25,20,25,19,30,29,,No,Predicted mRNA binding activity,Yes ,,,,,,http://flybase.org/reports/FBgn0022942
FBgn0032378,34009,P{TRiP.HMS00974}attP2,Screened,25,16,16,15,28,28,25,24,,No,Predicted cyclin-dependent protein serine/threonine kinase regulator,No ,"Mouse infertility (Ccnyl1). Spermiogenesis defects, but normal counts (https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1005485)",,,B,,http://flybase.org/reports/FBgn0032378
FBgn0051960,v109247,P{KK116212}VIE-260B,Screened,30,23,26,21,25,25,30,29,,No,Predicted to have calcium ion binding activity,No,,,,,,http://flybase.org/reports/FBgn0051960
FBgn0266377,v25976,P{GD10547}v25976,Screened,29,29,26,25,30,21,25,22,,No,"3',5'-cyclic-nucleotide phosphodiesterase",Yes ,,,,,,http://flybase.org/reports/FBgn0266377
FBgn0035690,26239,P{TRiP.JF02137}attP2,Screened,29,29,35,35,23,21,30,19,,No,Zinc finger C2H2 transcription factor,No ,,,,,,http://flybase.org/reports/FBgn0035690
FBgn0003656,31993,P{TRiP.JF03428}attP2,Screened,20,19,31,30,29,25,30,23,,No,Lysophospholipase,Yes ,,,,,,http://flybase.org/reports/FBgn0003656
FBgn0034194,31158,P{TRiP.JF01651}attP2,Screened,25,22,21,17,21,18,25,25,,No,Predicted to have Rho guanyl-nucleotide exchange factor activity,No,,,,,,http://flybase.org/reports/FBgn0034194
FBgn0030753,v40513,P{GD11310}v40513,Screened,15,13,25,24,30,26,21,18,,No,Ubiquitin receptor,Yes ,,,,,,http://flybase.org/reports/FBgn0030753
FBgn0010382,29314,P{TRiP.JF02473}attP2,Screened,20,17,30,30,18,16,32,26,,Presumably yes. Sterility reported (https://mcb.asm.org/content/18/1/141.long),Cyclin E,Yes,Mouse infertility (for Ccne2). Abnormal spermatogenesis (https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1004165),,G,E,,http://flybase.org/reports/FBgn0010382
FBgn0000212,31712,P{TRiP.HM04019}attP2,Screened,21,20,25,25,25,22,25,18,,No,ATPase subunit of the Brahma chromatin-remodeling complex,Yes ,,,,,,http://flybase.org/reports/FBgn0000212
FBgn0034479,61850,P{TRiP.HMJ23339}attP40,Screened,30,30,8,6,25,24,26,22,,No,Member of the solute carrier family 22,No ,,,,,,http://flybase.org/reports/FBgn0034479
FBgn0020930,v4659,P{GD1964}v4659,Screened,24,20,30,24,25,25,26,24,,No,Diacyl glycerol kinase ε,Yes ,,,,,,http://flybase.org/reports/FBgn0020930
FBgn0039329,31946,P{TRiP.JF02237}attP2,Screened,25,25,11,10,20,15,30,27,,No,Zinc finger C2H2 transcription factor,No ,,,,,,http://flybase.org/reports/FBgn0039329
FBgn0015239,31990,P{TRiP.JF03424}attP2,Screened,22,22,26,25,25,20,30,24,,No,Hormone-receptor-like in 78,No ,,,,,,http://flybase.org/reports/FBgn0015239
FBgn0032475,32473,"P{TRiP.HMS00473}attP2/TM3, Sb1",Screened,20,20,18,13,27,27,25,21,,No,Subunit of the Polycomb Group protein complex Pho repressive complex,No ,,,,,,http://flybase.org/reports/FBgn0032475
FBgn0266719,v31571,P{GD7394}v31571,Screened,25,24,25,25,25,21,30,23,,No,Essential component of secretory lysosome-related organelles,Yes ,,,,,,http://flybase.org/reports/FBgn0266719
FBgn0086784,v23618,P{GD14013}v23618,Screened,20,18,14,12,23,23,27,22,,No,Involved in mitotic cytokinesis; phototransduction; and synaptic vesicle cycle,Yes ,,,,,,http://flybase.org/reports/FBgn0086784
FBgn0002542,v13308,P{GD4508}v13308,Screened,27,24,20,16,25,24,28,26,,Yes. Chromosome instability in meiosis and spermiogenesis defects (https://www.genetics.org/content/181/2/367),Part of the spindle assembly checkpoint ,Yes,,,A,,,http://flybase.org/reports/FBgn0002542
FBgn0002719,41652,P{TRiP.GL01234}attP2,Screened,30,22,15,14,28,27,19,18,,Yes. Reduced number of early germ cells (https://www.genetics.org/content/167/2/707),Dehydrogenase that catalyzes the oxidation of malate to pyruvate ,No,,,D,,,http://flybase.org/reports/FBgn0002719
FBgn0027537,v16189,P{GD7196}v16189/TM3,Screened,25,23,20,18,30,23,25,25,,No,Nucleoporin 93kD-1 ,Yes,,,,,,http://flybase.org/reports/FBgn0027537
FBgn0034687,v22864,P{GD12628}v22864,Screened,31,31,26,24,25,24,27,19,,No,Predicted to have enzyme binding and phosphatase activity,Yes,,,,,,http://flybase.org/reports/FBgn0034687
FBgn0038008,v21743,P{GD11165}v21743/TM3,Screened,31,31,27,26,25,25,30,19,,No,Predicted to have glycerophosphocholine phosphodiesterase activity,Yes,,,,,,http://flybase.org/reports/FBgn0038008
FBgn0033382,62989,P{TRiP.HMJ30066}attP40,Screened,25,18,16,16,30,30,25,22,,No,Predicted to have acylglycerol lipase and short-chain carboxylesterase activity,No,,,,,,http://flybase.org/reports/FBgn0033382
FBgn0032188,v41500,P{GD7933}v41500/TM3,Screened,25,24,26,24,30,23,25,24,,No,Predicted to be involved in nucleocytoplasmic transport,Yes,,,,,,http://flybase.org/reports/FBgn0032188
FBgn0039846,v108158,P{KK100394}VIE-260B,Screened,22,22,29,27,30,23,27,25,,No,Enzyme involved in the regulation of mitochondrial mRNA stability,Yes ,,,,,,http://flybase.org/reports/FBgn0039846
FBgn0038363,57525,P{TRiP.HMC04840}attP40,Screened,21,17,15,15,30,29,20,17,,No,Catalyses the hydrolysis of carboxyl phosphate bonds,No ,,,,,,http://flybase.org/reports/FBgn0038363
FBgn0037913,34685,P{TRiP.HMS01163}attP2,Screened,24,16,10,10,25,24,27,27,,Yes. Reduced number of early germ cells (https://www.genetics.org/content/167/2/707),Fatty acid binding protein ,No,,,D,,,http://flybase.org/reports/FBgn0037913
FBgn0039115,v101393,P{KK109035}VIE-260B,Screened,22,22,20,16,26,25,23,20,,No,Predicted to have 3'-5'-exoribonuclease and oligonucleotidase activity,No ,,,,,,http://flybase.org/reports/FBgn0039115
FBgn0266100,v17407,P{GD8235}v17407,Screened,25,23,19,17,27,24,15,14,,No,Predicted dipeptidase activity,Yes,,,,,,http://flybase.org/reports/FBgn0266100
FBgn0000447,51801,P{TRiP.HMC03359}attP40,Screened,21,19,27,23,27,26,25,23,,No,Dihydroorotate dehydrogenase,No,,,,,,http://flybase.org/reports/FBgn0000447
FBgn0000146,v30125,P{GD11831}v30125,Screened,28,28,26,19,29,29,24,22,,"Yes. Male sterile using nos-gal4, with meiotic defects and crystal accumulation in spermatocytes and spermatids (https://www.genetics.org/content/151/2/749.long)",piRNA and RNA binding,Yes ,Mouse infertility 1/3 (for either Piwil1 or Piwil2). Meiotic (Piwil2) or spermiogenesis (Piwil1) defects (https://dev.biologists.org/content/131/4/839.long and https://www.sciencedirect.com/science/article/pii/S153458070200165X?via%3Dihub),,A,A/B,,http://flybase.org/reports/FBgn0000146
FBgn0264574,v13326, P{GD4552}v13326,Screened,27,24,30,30,30,29,25,20,,No,Glucose transporter,Yes,,,,,,http://flybase.org/reports/FBgn0264574
FBgn0039936,28896,P{TRiP.HM05106}attP2,Screened,26,25,24,22,29,29,27,21,,No,"Regulator of protein translation, insulin/IGF signaling and autophagy",No ,,,,,,http://flybase.org/reports/FBgn0039936
FBgn0261573,31743,P{TRiP.HM04053}attP2,Screened,30,30,26,26,29,20,30,29,,No,SANT-MYB domain transcription regulator,Yes ,,,,,,http://flybase.org/reports/FBgn0261573
FBgn0261112,v7728,P{GD1303}v7728,Screened,18,18,27,23,29,28,25,21,,No,Amyloid-beta binding,Yes ,,,,,,http://flybase.org/reports/FBgn0261112
FBgn0031264,41725,P{TRiP.HMS02291}attP2,Screened,16,15,30,25,26,25,27,25,,No,Unknown ,No,,,,,,http://flybase.org/reports/FBgn0031264
FBgn0035756,v41835,P{GD10675}v41835,Screened,35,31,27,26,28,27,26,22,,No,Unknown,Yes,,,,,,http://flybase.org/reports/FBgn0035756
FBgn0033491,v23958,P{GD8721}v23958,Screened,30,23,30,29,27,25,30,30,,No,Zinc finger C2H2 transcription factor,Yes ,,,,,,http://flybase.org/reports/FBgn0033491
FBgn0033686,33385,P{TRiP.HMS00262}attP2,Screened,30,22,23,23,24,23,32,31,,No,Methyltransferase,No,Mouse infertility (Henmt1). Spermiogenesis defects (https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1005620),,,B,,http://flybase.org/reports/FBgn0033686
FBgn0032768,v20485,P{GD9414}v20485,Screened,29,26,23,21,28,25,26,25,,No,Unknown,No,Mouse infertility 1/2 (for Ccdc42). Spermiogenesis defect (https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4826836/),,,B,,http://flybase.org/reports/FBgn0032768
FBgn0003450,41723,P{TRiP.HMS02289}attP2,Screened,28,26,23,19,26,26,34,31,,No,Secreted serine protease,No,,,,,,http://flybase.org/reports/FBgn0003450
FBgn0027610,v103757,P{KK102461}VIE-260B,Screened,22,20,16,14,17,17,26,23,,No,Protein of the inner mitochondrial membrane that catalyzes an electroneutral exchange across the inner mitochondrial membrane of dicarboxylates.,No,,,,,,http://flybase.org/reports/FBgn0027610
FBgn0040929,v100626,P{KK108826}VIE-260B,Screened,17,16,25,23,20,17,27,26,,No,"INO80 complex, subunit Ies6",Yes,,,,,,http://flybase.org/reports/FBgn0040929
FBgn0000079,62251,P{TRiP.HMC05258}attP40,Screened,18,18,16,14,25,20,27,27,,No,Digestive enzyme required for the hydrolysis of dietary starch ,No,,,,,,http://flybase.org/reports/FBgn0000079
FBgn0027903,v13621,P{GD4209}v13621,Screened,21,20,17,15,26,24,25,23,,No,Pol31 polymerase delta subunit,Yes,,,,,,http://flybase.org/reports/FBgn0027903
FBgn0037165,31721,P{TRiP.HM04029}attP2,Screened,20,16,30,29,20,19,30,29,,No,Predicted phosphatidate phosphatase,No,,,,,,http://flybase.org/reports/FBgn0037165
FBgn0259111,62177,P{TRiP.HMC05184}attP40,Screened,13,13,29,28,25,22,25,21,,No,Intrinsic membrane protein,No,,,,,,http://flybase.org/reports/FBgn0259111
FBgn0051802,53893,P{TRiP.HMJ21211}attP40,Screened,19,18,15,15,27,20,18,18,,No,Predicted to have calcium ion binding activity,No,,,,,,http://flybase.org/reports/FBgn0051802
FBgn0038237,25828,P{TRiP.JF01846}attP2,Screened,20,20,25,22,30,26,20,19,,No,"3',5'-cyclic-GMP phosphodiesterase",No,,,,,,http://flybase.org/reports/FBgn0038237
FBgn0038453,v5894,P{GD3027}v5894,Screened,26,25,25,23,21,18,25,24,,No,Involved in endoplasmic reticulum tubular network membrane organization,Yes ,,,,,,http://flybase.org/reports/FBgn0038453
