,layer,id-i,id-j,gene-i,gene-j,weight-ij,other-layer,id-ortho-i,id-ortho-j,gene-ortho-i,gene-ortho-j,ortho-weight-ij
656,HS,ENSG00000124721,ENSG00000158486,DNAH8,DNAH3,0.918,DM,FBgn0037726,FBgn0001313,CG9492,kl-2,0.764
657,HS,ENSG00000124721,ENSG00000158486,DNAH8,DNAH3,0.918,DM,FBgn0037726,FBgn0013811,CG9492,Dhc62B,0.75
658,HS,ENSG00000124721,ENSG00000158486,DNAH8,DNAH3,0.918,DM,FBgn0037726,FBgn0013810,CG9492,Dhc36C,0.775
659,HS,ENSG00000124721,ENSG00000118997,DNAH8,DNAH7,0.917,MM,ENSMUSG00000033826,ENSMUSG00000021879,Dnah8,Dnah12,0.781
660,HS,ENSG00000124721,ENSG00000118997,DNAH8,DNAH7,0.917,MM,ENSMUSG00000033826,ENSMUSG00000052273,Dnah8,Dnah3,0.77
661,HS,ENSG00000124721,ENSG00000118997,DNAH8,DNAH7,0.917,DM,FBgn0267432,FBgn0035581,kl-3,Dnah3,0.736
662,HS,ENSG00000124721,ENSG00000118997,DNAH8,DNAH7,0.917,DM,FBgn0267432,FBgn0001313,kl-3,kl-2,0.778
663,HS,ENSG00000124721,ENSG00000118997,DNAH8,DNAH7,0.917,DM,FBgn0267432,FBgn0013811,kl-3,Dhc62B,0.736
664,HS,ENSG00000124721,ENSG00000118997,DNAH8,DNAH7,0.917,DM,FBgn0267432,FBgn0013810,kl-3,Dhc36C,0.736
665,HS,ENSG00000124721,ENSG00000118997,DNAH8,DNAH7,0.917,DM,FBgn0037726,FBgn0035581,CG9492,Dnah3,0.756
666,HS,ENSG00000124721,ENSG00000118997,DNAH8,DNAH7,0.917,DM,FBgn0037726,FBgn0001313,CG9492,kl-2,0.764
667,HS,ENSG00000124721,ENSG00000118997,DNAH8,DNAH7,0.917,DM,FBgn0037726,FBgn0013811,CG9492,Dhc62B,0.75
668,HS,ENSG00000124721,ENSG00000118997,DNAH8,DNAH7,0.917,DM,FBgn0037726,FBgn0013810,CG9492,Dhc36C,0.775
669,HS,ENSG00000124721,ENSG00000077616,DNAH8,NAALAD2,0.568,MM,ENSMUSG00000033826,ENSMUSG00000043943,Dnah8,Naalad2,0.531
670,HS,ENSG00000124721,ENSG00000114841,DNAH8,DNAH1,0.907,MM,ENSMUSG00000033826,ENSMUSG00000019027,Dnah8,Dnah1,0.749
671,HS,ENSG00000124721,ENSG00000183914,DNAH8,DNAH2,0.913,MM,ENSMUSG00000033826,ENSMUSG00000005237,Dnah8,Dnah2,0.754
672,HS,ENSG00000124721,ENSG00000165169,DNAH8,DYNLT3,0.934,MM,ENSMUSG00000033826,ENSMUSG00000031176,Dnah8,Dynlt3,0.817
673,HS,ENSG00000124721,ENSG00000168658,DNAH8,VWA3B,0.558,MM,ENSMUSG00000033826,ENSMUSG00000050122,Dnah8,Vwa3b,0.548
674,HS,ENSG00000124721,ENSG00000171595,DNAH8,DNAI2,0.908,MM,ENSMUSG00000033826,ENSMUSG00000034706,Dnah8,Dnaic2,0.907
675,HS,ENSG00000124721,ENSG00000171595,DNAH8,DNAI2,0.908,DM,FBgn0267432,FBgn0029993,kl-3,CG1571,0.815
676,HS,ENSG00000124721,ENSG00000171595,DNAH8,DNAI2,0.908,DM,FBgn0267432,FBgn0032520,kl-3,CG10859,0.815
677,HS,ENSG00000124721,ENSG00000171595,DNAH8,DNAI2,0.908,DM,FBgn0037726,FBgn0029993,CG9492,CG1571,0.938
678,HS,ENSG00000124721,ENSG00000171595,DNAH8,DNAI2,0.908,DM,FBgn0037726,FBgn0032520,CG9492,CG10859,0.917
679,HS,ENSG00000124721,ENSG00000187775,DNAH8,DNAH17,0.922,MM,ENSMUSG00000033826,ENSMUSG00000033987,Dnah8,Dnah17,0.781
680,HS,ENSG00000124721,ENSG00000007168,DNAH8,PAFAH1B1,0.941,DM,FBgn0267432,FBgn0015754,kl-3,Lis-1,0.851
681,HS,ENSG00000124721,ENSG00000007168,DNAH8,PAFAH1B1,0.941,DM,FBgn0037726,FBgn0015754,CG9492,Lis-1,0.851
682,HS,ENSG00000124721,ENSG00000115423,DNAH8,DNAH6,0.916,DM,FBgn0267432,FBgn0283476,kl-3,Dhc16F,0.75
683,HS,ENSG00000124721,ENSG00000115423,DNAH8,DNAH6,0.916,DM,FBgn0037726,FBgn0283476,CG9492,Dhc16F,0.764
684,HS,ENSG00000122735,ENSG00000165169,DNAI1,DYNLT3,0.889,MM,ENSMUSG00000061322,ENSMUSG00000031176,Dnaic1,Dynlt3,0.904
685,HS,ENSG00000122735,ENSG00000111834,DNAI1,RSPH4A,0.788,MM,ENSMUSG00000061322,ENSMUSG00000040866,Dnaic1,Rsph6a,0.548
686,HS,ENSG00000122735,ENSG00000111834,DNAI1,RSPH4A,0.788,DM,FBgn0034566,FBgn0034957,CG9313,CG3121,0.71
687,HS,ENSG00000122735,ENSG00000114841,DNAI1,DNAH1,0.852,MM,ENSMUSG00000061322,ENSMUSG00000019027,Dnaic1,Dnah1,0.915
688,HS,ENSG00000122735,ENSG00000007174,DNAI1,DNAH9,0.908,MM,ENSMUSG00000061322,ENSMUSG00000033987,Dnaic1,Dnah17,0.894
689,HS,ENSG00000122735,ENSG00000118997,DNAI1,DNAH7,0.88,MM,ENSMUSG00000061322,ENSMUSG00000021879,Dnaic1,Dnah12,0.898
690,HS,ENSG00000122735,ENSG00000118997,DNAI1,DNAH7,0.88,MM,ENSMUSG00000061322,ENSMUSG00000052273,Dnaic1,Dnah3,0.91
691,HS,ENSG00000122735,ENSG00000118997,DNAI1,DNAH7,0.88,MM,ENSMUSG00000061322,ENSMUSG00000096141,Dnaic1,Dnah7a,0.535
692,HS,ENSG00000122735,ENSG00000118997,DNAI1,DNAH7,0.88,DM,FBgn0034566,FBgn0035581,CG9313,Dnah3,0.904
693,HS,ENSG00000122735,ENSG00000118997,DNAI1,DNAH7,0.88,DM,FBgn0034566,FBgn0001313,CG9313,kl-2,0.819
694,HS,ENSG00000122735,ENSG00000118997,DNAI1,DNAH7,0.88,DM,FBgn0034566,FBgn0013811,CG9313,Dhc62B,0.902
695,HS,ENSG00000122735,ENSG00000118997,DNAI1,DNAH7,0.88,DM,FBgn0034566,FBgn0013810,CG9313,Dhc36C,0.819
696,HS,ENSG00000122735,ENSG00000162643,DNAI1,WDR63,0.882,MM,ENSMUSG00000061322,ENSMUSG00000043020,Dnaic1,Wdr63,0.711
697,HS,ENSG00000122735,ENSG00000162643,DNAI1,WDR63,0.882,DM,FBgn0034566,FBgn0035799,CG9313,CG14838,0.875
698,HS,ENSG00000122735,ENSG00000086288,DNAI1,NME8,0.896,MM,ENSMUSG00000061322,ENSMUSG00000041138,Dnaic1,Nme8,0.933
699,HS,ENSG00000122735,ENSG00000086288,DNAI1,NME8,0.896,DM,FBgn0034566,FBgn0030359,CG9313,CG18130,0.503
700,HS,ENSG00000122735,ENSG00000165506,DNAI1,DNAAF2,0.835,MM,ENSMUSG00000061322,ENSMUSG00000020973,Dnaic1,Dnaaf2,0.823
701,HS,ENSG00000122735,ENSG00000165506,DNAI1,DNAAF2,0.835,DM,FBgn0034566,FBgn0033224,CG9313,Nop17l,0.758
702,HS,ENSG00000122735,ENSG00000129295,DNAI1,LRRC6,0.728,MM,ENSMUSG00000061322,ENSMUSG00000022375,Dnaic1,Lrrc6,0.714
703,HS,ENSG00000122735,ENSG00000129295,DNAI1,LRRC6,0.728,DM,FBgn0034566,FBgn0014395,CG9313,tilB,0.701
704,HS,ENSG00000122735,ENSG00000163879,DNAI1,DNALI1,0.909,MM,ENSMUSG00000061322,ENSMUSG00000042707,Dnaic1,Dnali1,0.915
705,HS,ENSG00000122735,ENSG00000163879,DNAI1,DNALI1,0.909,DM,FBgn0034566,FBgn0037962,CG9313,CG6971,0.96
706,HS,ENSG00000122735,ENSG00000105479,DNAI1,CCDC114,0.934,MM,ENSMUSG00000061322,ENSMUSG00000040189,Dnaic1,Ccdc114,0.96
707,HS,ENSG00000122735,ENSG00000105479,DNAI1,CCDC114,0.934,MM,ENSMUSG00000061322,ENSMUSG00000043036,Dnaic1,Ccdc63,0.773
708,HS,ENSG00000122735,ENSG00000105479,DNAI1,CCDC114,0.934,DM,FBgn0034566,FBgn0039070,CG9313,CG17083,0.619
709,HS,ENSG00000122735,ENSG00000115423,DNAI1,DNAH6,0.85,MM,ENSMUSG00000061322,ENSMUSG00000052861,Dnaic1,Dnah6,0.735
710,HS,ENSG00000122735,ENSG00000115423,DNAI1,DNAH6,0.85,DM,FBgn0034566,FBgn0283476,CG9313,Dhc16F,0.897
711,HS,ENSG00000122735,ENSG00000119661,DNAI1,DNAL1,0.844,MM,ENSMUSG00000061322,ENSMUSG00000042523,Dnaic1,Dnal1,0.913
712,HS,ENSG00000122735,ENSG00000119661,DNAI1,DNAL1,0.844,DM,FBgn0034566,FBgn0033408,CG9313,CG8800,0.915
713,HS,ENSG00000122735,ENSG00000119661,DNAI1,DNAL1,0.844,DM,FBgn0034566,FBgn0028858,CG9313,CG10839,0.854
714,HS,ENSG00000171595,ENSG00000172426,DNAI2,RSPH9,0.857,MM,ENSMUSG00000034706,ENSMUSG00000023966,Dnaic2,Rsph9,0.856
715,HS,ENSG00000171595,ENSG00000172426,DNAI2,RSPH9,0.857,DM,FBgn0029993,FBgn0051803,CG1571,CG31803,0.594
716,HS,ENSG00000171595,ENSG00000172426,DNAI2,RSPH9,0.857,DM,FBgn0032520,FBgn0051803,CG10859,CG31803,0.594
717,HS,ENSG00000171595,ENSG00000158486,DNAI2,DNAH3,0.882,MM,ENSMUSG00000034706,ENSMUSG00000021879,Dnaic2,Dnah12,0.896
718,HS,ENSG00000171595,ENSG00000158486,DNAI2,DNAH3,0.882,MM,ENSMUSG00000034706,ENSMUSG00000052273,Dnaic2,Dnah3,0.91
719,HS,ENSG00000171595,ENSG00000158486,DNAI2,DNAH3,0.882,DM,FBgn0029993,FBgn0035581,CG1571,Dnah3,0.841
720,HS,ENSG00000171595,ENSG00000158486,DNAI2,DNAH3,0.882,DM,FBgn0029993,FBgn0001313,CG1571,kl-2,0.796
721,HS,ENSG00000171595,ENSG00000158486,DNAI2,DNAH3,0.882,DM,FBgn0029993,FBgn0013811,CG1571,Dhc62B,0.84
722,HS,ENSG00000171595,ENSG00000158486,DNAI2,DNAH3,0.882,DM,FBgn0029993,FBgn0013810,CG1571,Dhc36C,0.84
723,HS,ENSG00000171595,ENSG00000158486,DNAI2,DNAH3,0.882,DM,FBgn0032520,FBgn0035581,CG10859,Dnah3,0.822
724,HS,ENSG00000171595,ENSG00000158486,DNAI2,DNAH3,0.882,DM,FBgn0032520,FBgn0001313,CG10859,kl-2,0.796
725,HS,ENSG00000171595,ENSG00000158486,DNAI2,DNAH3,0.882,DM,FBgn0032520,FBgn0013811,CG10859,Dhc62B,0.82
726,HS,ENSG00000171595,ENSG00000158486,DNAI2,DNAH3,0.882,DM,FBgn0032520,FBgn0013810,CG10859,Dhc36C,0.821
727,HS,ENSG00000171595,ENSG00000111834,DNAI2,RSPH4A,0.843,MM,ENSMUSG00000034706,ENSMUSG00000040866,Dnaic2,Rsph6a,0.544
728,HS,ENSG00000171595,ENSG00000111834,DNAI2,RSPH4A,0.843,DM,FBgn0029993,FBgn0034957,CG1571,CG3121,0.556
729,HS,ENSG00000171595,ENSG00000111834,DNAI2,RSPH4A,0.843,DM,FBgn0032520,FBgn0034957,CG10859,CG3121,0.565
730,HS,ENSG00000171595,ENSG00000187775,DNAI2,DNAH17,0.887,MM,ENSMUSG00000034706,ENSMUSG00000033987,Dnaic2,Dnah17,0.903
731,HS,ENSG00000171595,ENSG00000164818,DNAI2,DNAAF5,0.873,MM,ENSMUSG00000034706,ENSMUSG00000025857,Dnaic2,Dnaaf5,0.833
732,HS,ENSG00000171595,ENSG00000114841,DNAI2,DNAH1,0.89,MM,ENSMUSG00000034706,ENSMUSG00000019027,Dnaic2,Dnah1,0.908
733,HS,ENSG00000171595,ENSG00000007174,DNAI2,DNAH9,0.907,MM,ENSMUSG00000034706,ENSMUSG00000033987,Dnaic2,Dnah17,0.903
734,HS,ENSG00000171595,ENSG00000118997,DNAI2,DNAH7,0.919,MM,ENSMUSG00000034706,ENSMUSG00000021879,Dnaic2,Dnah12,0.896
735,HS,ENSG00000171595,ENSG00000118997,DNAI2,DNAH7,0.919,MM,ENSMUSG00000034706,ENSMUSG00000052273,Dnaic2,Dnah3,0.91
736,HS,ENSG00000171595,ENSG00000118997,DNAI2,DNAH7,0.919,DM,FBgn0029993,FBgn0035581,CG1571,Dnah3,0.841
737,HS,ENSG00000171595,ENSG00000118997,DNAI2,DNAH7,0.919,DM,FBgn0029993,FBgn0001313,CG1571,kl-2,0.796
738,HS,ENSG00000171595,ENSG00000118997,DNAI2,DNAH7,0.919,DM,FBgn0029993,FBgn0013811,CG1571,Dhc62B,0.84
739,HS,ENSG00000171595,ENSG00000118997,DNAI2,DNAH7,0.919,DM,FBgn0029993,FBgn0013810,CG1571,Dhc36C,0.84
740,HS,ENSG00000171595,ENSG00000118997,DNAI2,DNAH7,0.919,DM,FBgn0032520,FBgn0035581,CG10859,Dnah3,0.822
741,HS,ENSG00000171595,ENSG00000118997,DNAI2,DNAH7,0.919,DM,FBgn0032520,FBgn0001313,CG10859,kl-2,0.796
742,HS,ENSG00000171595,ENSG00000118997,DNAI2,DNAH7,0.919,DM,FBgn0032520,FBgn0013811,CG10859,Dhc62B,0.82
743,HS,ENSG00000171595,ENSG00000118997,DNAI2,DNAH7,0.919,DM,FBgn0032520,FBgn0013810,CG10859,Dhc36C,0.821
744,HS,ENSG00000171595,ENSG00000145075,DNAI2,CCDC39,0.815,MM,ENSMUSG00000034706,ENSMUSG00000027676,Dnaic2,Ccdc39,0.809
745,HS,ENSG00000171595,ENSG00000145075,DNAI2,CCDC39,0.815,DM,FBgn0029993,FBgn0037276,CG1571,CG17387,0.564
746,HS,ENSG00000171595,ENSG00000145075,DNAI2,CCDC39,0.815,DM,FBgn0032520,FBgn0037276,CG10859,CG17387,0.559
747,HS,ENSG00000171595,ENSG00000086288,DNAI2,NME8,0.915,MM,ENSMUSG00000034706,ENSMUSG00000041138,Dnaic2,Nme8,0.943
748,HS,ENSG00000171595,ENSG00000146425,DNAI2,DYNLT1,0.938,MM,ENSMUSG00000034706,ENSMUSG00000000579,Dnaic2,Dynlt1c,0.846
749,HS,ENSG00000171595,ENSG00000146425,DNAI2,DYNLT1,0.938,MM,ENSMUSG00000034706,ENSMUSG00000096255,Dnaic2,Dynlt1b,0.846
750,HS,ENSG00000171595,ENSG00000146425,DNAI2,DYNLT1,0.938,DM,FBgn0029993,FBgn0024432,CG1571,Dlc90F,0.892
751,HS,ENSG00000171595,ENSG00000146425,DNAI2,DYNLT1,0.938,DM,FBgn0032520,FBgn0024432,CG10859,Dlc90F,0.892
752,HS,ENSG00000171595,ENSG00000165506,DNAI2,DNAAF2,0.918,MM,ENSMUSG00000034706,ENSMUSG00000020973,Dnaic2,Dnaaf2,0.936
753,HS,ENSG00000171595,ENSG00000165506,DNAI2,DNAAF2,0.918,DM,FBgn0029993,FBgn0033224,CG1571,Nop17l,0.617
754,HS,ENSG00000171595,ENSG00000165506,DNAI2,DNAAF2,0.918,DM,FBgn0032520,FBgn0033224,CG10859,Nop17l,0.617
755,HS,ENSG00000171595,ENSG00000105479,DNAI2,CCDC114,0.955,MM,ENSMUSG00000034706,ENSMUSG00000040189,Dnaic2,Ccdc114,0.953
756,HS,ENSG00000171595,ENSG00000105479,DNAI2,CCDC114,0.955,MM,ENSMUSG00000034706,ENSMUSG00000043036,Dnaic2,Ccdc63,0.603
757,HS,ENSG00000171595,ENSG00000105479,DNAI2,CCDC114,0.955,DM,FBgn0029993,FBgn0039070,CG1571,CG17083,0.523
758,HS,ENSG00000171595,ENSG00000105479,DNAI2,CCDC114,0.955,DM,FBgn0032520,FBgn0039070,CG10859,CG17083,0.536
759,HS,ENSG00000171595,ENSG00000163879,DNAI2,DNALI1,0.96,MM,ENSMUSG00000034706,ENSMUSG00000042707,Dnaic2,Dnali1,0.951
760,HS,ENSG00000171595,ENSG00000163879,DNAI2,DNALI1,0.96,DM,FBgn0029993,FBgn0037962,CG1571,CG6971,0.88
761,HS,ENSG00000171595,ENSG00000163879,DNAI2,DNALI1,0.96,DM,FBgn0032520,FBgn0037962,CG10859,CG6971,0.881
762,HS,ENSG00000171595,ENSG00000119661,DNAI2,DNAL1,0.922,MM,ENSMUSG00000034706,ENSMUSG00000042523,Dnaic2,Dnal1,0.931
763,HS,ENSG00000171595,ENSG00000119661,DNAI2,DNAL1,0.922,DM,FBgn0029993,FBgn0033408,CG1571,CG8800,0.79
764,HS,ENSG00000171595,ENSG00000119661,DNAI2,DNAL1,0.922,DM,FBgn0029993,FBgn0028858,CG1571,CG10839,0.971
765,HS,ENSG00000171595,ENSG00000119661,DNAI2,DNAL1,0.922,DM,FBgn0032520,FBgn0033408,CG10859,CG8800,0.79
766,HS,ENSG00000171595,ENSG00000119661,DNAI2,DNAL1,0.922,DM,FBgn0032520,FBgn0028858,CG10859,CG10839,0.805
767,HS,ENSG00000187726,ENSG00000160207,DNAJB13,HSF2BP,0.553,MM,ENSMUSG00000030708,ENSMUSG00000002076,Dnajb13,Hsf2bp,0.573
768,HS,ENSG00000187726,ENSG00000168439,DNAJB13,STIP1,0.804,MM,ENSMUSG00000005483,ENSMUSG00000024966,Dnajb1,Stip1,0.992
769,HS,ENSG00000187726,ENSG00000168439,DNAJB13,STIP1,0.804,MM,ENSMUSG00000030708,ENSMUSG00000024966,Dnajb13,Stip1,0.825
770,HS,ENSG00000187726,ENSG00000168439,DNAJB13,STIP1,0.804,MM,ENSMUSG00000036052,ENSMUSG00000024966,Dnajb5,Stip1,0.825
771,HS,ENSG00000187726,ENSG00000168439,DNAJB13,STIP1,0.804,MM,ENSMUSG00000028035,ENSMUSG00000024966,Dnajb4,Stip1,0.844
772,HS,ENSG00000187726,ENSG00000168439,DNAJB13,STIP1,0.804,DM,FBgn0030207,FBgn0024352,CG2887,Stip1,0.99
773,HS,ENSG00000187726,ENSG00000168439,DNAJB13,STIP1,0.804,DM,FBgn0263106,FBgn0024352,DnaJ-1,Stip1,0.996
774,HS,ENSG00000187726,ENSG00000168439,DNAJB13,STIP1,0.804,DM,FBgn0031322,FBgn0024352,CG5001,Stip1,0.99
775,HS,ENSG00000079805,ENSG00000085832,DNM2,EPS15,0.991,MM,ENSMUSG00000040265,ENSMUSG00000028552,Dnm3,Eps15,0.972
776,HS,ENSG00000079805,ENSG00000085832,DNM2,EPS15,0.991,MM,ENSMUSG00000040265,ENSMUSG00000006276,Dnm3,Eps15l1,0.968
777,HS,ENSG00000079805,ENSG00000085832,DNM2,EPS15,0.991,MM,ENSMUSG00000026825,ENSMUSG00000028552,Dnm1,Eps15,0.985
778,HS,ENSG00000079805,ENSG00000085832,DNM2,EPS15,0.991,MM,ENSMUSG00000026825,ENSMUSG00000006276,Dnm1,Eps15l1,0.971
779,HS,ENSG00000079805,ENSG00000085832,DNM2,EPS15,0.991,MM,ENSMUSG00000033335,ENSMUSG00000028552,Dnm2,Eps15,0.989
780,HS,ENSG00000079805,ENSG00000085832,DNM2,EPS15,0.991,MM,ENSMUSG00000033335,ENSMUSG00000006276,Dnm2,Eps15l1,0.973
781,HS,ENSG00000079805,ENSG00000085832,DNM2,EPS15,0.991,DM,FBgn0003392,FBgn0035060,shi,Eps-15,0.999
782,HS,ENSG00000079805,ENSG00000111907,DNM2,TPD52L1,0.902,MM,ENSMUSG00000033335,ENSMUSG00000000296,Dnm2,Tpd52l1,0.902
783,HS,ENSG00000079805,ENSG00000141985,DNM2,SH3GL1,0.979,MM,ENSMUSG00000040265,ENSMUSG00000003200,Dnm3,Sh3gl1,0.952
784,HS,ENSG00000079805,ENSG00000141985,DNM2,SH3GL1,0.979,MM,ENSMUSG00000040265,ENSMUSG00000028488,Dnm3,Sh3gl2,0.955
785,HS,ENSG00000079805,ENSG00000141985,DNM2,SH3GL1,0.979,MM,ENSMUSG00000040265,ENSMUSG00000030638,Dnm3,Sh3gl3,0.959
786,HS,ENSG00000079805,ENSG00000141985,DNM2,SH3GL1,0.979,MM,ENSMUSG00000026825,ENSMUSG00000003200,Dnm1,Sh3gl1,0.979
787,HS,ENSG00000079805,ENSG00000141985,DNM2,SH3GL1,0.979,MM,ENSMUSG00000026825,ENSMUSG00000028488,Dnm1,Sh3gl2,0.985
788,HS,ENSG00000079805,ENSG00000141985,DNM2,SH3GL1,0.979,MM,ENSMUSG00000026825,ENSMUSG00000030638,Dnm1,Sh3gl3,0.974
789,HS,ENSG00000079805,ENSG00000141985,DNM2,SH3GL1,0.979,MM,ENSMUSG00000033335,ENSMUSG00000003200,Dnm2,Sh3gl1,0.967
790,HS,ENSG00000079805,ENSG00000141985,DNM2,SH3GL1,0.979,MM,ENSMUSG00000033335,ENSMUSG00000028488,Dnm2,Sh3gl2,0.959
791,HS,ENSG00000079805,ENSG00000141985,DNM2,SH3GL1,0.979,MM,ENSMUSG00000033335,ENSMUSG00000030638,Dnm2,Sh3gl3,0.969
792,HS,ENSG00000079805,ENSG00000141985,DNM2,SH3GL1,0.979,DM,FBgn0003392,FBgn0038659,shi,EndoA,0.987
793,HS,ENSG00000079805,ENSG00000197959,DNM2,DNM3,0.982,MM,ENSMUSG00000040265,ENSMUSG00000026825,Dnm3,Dnm1,0.963
794,HS,ENSG00000079805,ENSG00000197959,DNM2,DNM3,0.982,MM,ENSMUSG00000040265,ENSMUSG00000033335,Dnm3,Dnm2,0.969
795,HS,ENSG00000079805,ENSG00000197959,DNM2,DNM3,0.982,MM,ENSMUSG00000026825,ENSMUSG00000040265,Dnm1,Dnm3,0.963
796,HS,ENSG00000079805,ENSG00000197959,DNM2,DNM3,0.982,MM,ENSMUSG00000026825,ENSMUSG00000033335,Dnm1,Dnm2,0.902
797,HS,ENSG00000079805,ENSG00000197959,DNM2,DNM3,0.982,MM,ENSMUSG00000033335,ENSMUSG00000040265,Dnm2,Dnm3,0.969
798,HS,ENSG00000079805,ENSG00000197959,DNM2,DNM3,0.982,MM,ENSMUSG00000033335,ENSMUSG00000026825,Dnm2,Dnm1,0.902
799,HS,ENSG00000079805,ENSG00000135677,DNM2,GNS,0.9,MM,ENSMUSG00000033335,ENSMUSG00000034707,Dnm2,Gns,0.9
800,HS,ENSG00000079805,ENSG00000141367,DNM2,CLTC,0.984,MM,ENSMUSG00000040265,ENSMUSG00000047126,Dnm3,Cltc,0.64
801,HS,ENSG00000079805,ENSG00000141367,DNM2,CLTC,0.984,MM,ENSMUSG00000026825,ENSMUSG00000047126,Dnm1,Cltc,0.78
802,HS,ENSG00000079805,ENSG00000141367,DNM2,CLTC,0.984,MM,ENSMUSG00000033335,ENSMUSG00000047126,Dnm2,Cltc,0.687
803,HS,ENSG00000079805,ENSG00000141367,DNM2,CLTC,0.984,DM,FBgn0003392,FBgn0000319,shi,Chc,0.997
804,HS,ENSG00000079805,ENSG00000239672,DNM2,NME1,0.964,DM,FBgn0003392,FBgn0000150,shi,awd,0.82
805,HS,ENSG00000079805,ENSG00000100266,DNM2,PACSIN2,0.973,MM,ENSMUSG00000040265,ENSMUSG00000040276,Dnm3,Pacsin1,0.97
806,HS,ENSG00000079805,ENSG00000100266,DNM2,PACSIN2,0.973,MM,ENSMUSG00000040265,ENSMUSG00000027257,Dnm3,Pacsin3,0.91
807,HS,ENSG00000079805,ENSG00000100266,DNM2,PACSIN2,0.973,MM,ENSMUSG00000040265,ENSMUSG00000016664,Dnm3,Pacsin2,0.91
808,HS,ENSG00000079805,ENSG00000100266,DNM2,PACSIN2,0.973,MM,ENSMUSG00000026825,ENSMUSG00000040276,Dnm1,Pacsin1,0.992
809,HS,ENSG00000079805,ENSG00000100266,DNM2,PACSIN2,0.973,MM,ENSMUSG00000026825,ENSMUSG00000027257,Dnm1,Pacsin3,0.939
810,HS,ENSG00000079805,ENSG00000100266,DNM2,PACSIN2,0.973,MM,ENSMUSG00000026825,ENSMUSG00000016664,Dnm1,Pacsin2,0.951
811,HS,ENSG00000079805,ENSG00000100266,DNM2,PACSIN2,0.973,MM,ENSMUSG00000033335,ENSMUSG00000040276,Dnm2,Pacsin1,0.977
812,HS,ENSG00000079805,ENSG00000100266,DNM2,PACSIN2,0.973,MM,ENSMUSG00000033335,ENSMUSG00000027257,Dnm2,Pacsin3,0.936
813,HS,ENSG00000079805,ENSG00000100266,DNM2,PACSIN2,0.973,MM,ENSMUSG00000033335,ENSMUSG00000016664,Dnm2,Pacsin2,0.954
814,HS,ENSG00000079805,ENSG00000100266,DNM2,PACSIN2,0.973,DM,FBgn0003392,FBgn0053094,shi,Synd,0.965
815,HS,ENSG00000079805,ENSG00000144566,DNM2,RAB5A,0.973,MM,ENSMUSG00000040265,ENSMUSG00000000711,Dnm3,Rab5b,0.929
816,HS,ENSG00000079805,ENSG00000144566,DNM2,RAB5A,0.973,MM,ENSMUSG00000040265,ENSMUSG00000017831,Dnm3,Rab5a,0.932
817,HS,ENSG00000079805,ENSG00000144566,DNM2,RAB5A,0.973,MM,ENSMUSG00000040265,ENSMUSG00000019173,Dnm3,Rab5c,0.929
818,HS,ENSG00000079805,ENSG00000144566,DNM2,RAB5A,0.973,MM,ENSMUSG00000026825,ENSMUSG00000000711,Dnm1,Rab5b,0.941
819,HS,ENSG00000079805,ENSG00000144566,DNM2,RAB5A,0.973,MM,ENSMUSG00000026825,ENSMUSG00000017831,Dnm1,Rab5a,0.941
820,HS,ENSG00000079805,ENSG00000144566,DNM2,RAB5A,0.973,MM,ENSMUSG00000026825,ENSMUSG00000019173,Dnm1,Rab5c,0.93
821,HS,ENSG00000079805,ENSG00000144566,DNM2,RAB5A,0.973,MM,ENSMUSG00000033335,ENSMUSG00000000711,Dnm2,Rab5b,0.94
822,HS,ENSG00000079805,ENSG00000144566,DNM2,RAB5A,0.973,MM,ENSMUSG00000033335,ENSMUSG00000017831,Dnm2,Rab5a,0.945
823,HS,ENSG00000079805,ENSG00000144566,DNM2,RAB5A,0.973,MM,ENSMUSG00000033335,ENSMUSG00000019173,Dnm2,Rab5c,0.942
824,HS,ENSG00000079805,ENSG00000144566,DNM2,RAB5A,0.973,DM,FBgn0003392,FBgn0014010,shi,Rab5,0.995
825,HS,ENSG00000079805,ENSG00000140600,DNM2,SH3GL3,0.979,MM,ENSMUSG00000040265,ENSMUSG00000003200,Dnm3,Sh3gl1,0.952
826,HS,ENSG00000079805,ENSG00000140600,DNM2,SH3GL3,0.979,MM,ENSMUSG00000040265,ENSMUSG00000028488,Dnm3,Sh3gl2,0.955
827,HS,ENSG00000079805,ENSG00000140600,DNM2,SH3GL3,0.979,MM,ENSMUSG00000040265,ENSMUSG00000030638,Dnm3,Sh3gl3,0.959
828,HS,ENSG00000079805,ENSG00000140600,DNM2,SH3GL3,0.979,MM,ENSMUSG00000026825,ENSMUSG00000003200,Dnm1,Sh3gl1,0.979
829,HS,ENSG00000079805,ENSG00000140600,DNM2,SH3GL3,0.979,MM,ENSMUSG00000026825,ENSMUSG00000028488,Dnm1,Sh3gl2,0.985
830,HS,ENSG00000079805,ENSG00000140600,DNM2,SH3GL3,0.979,MM,ENSMUSG00000026825,ENSMUSG00000030638,Dnm1,Sh3gl3,0.974
831,HS,ENSG00000079805,ENSG00000140600,DNM2,SH3GL3,0.979,MM,ENSMUSG00000033335,ENSMUSG00000003200,Dnm2,Sh3gl1,0.967
832,HS,ENSG00000079805,ENSG00000140600,DNM2,SH3GL3,0.979,MM,ENSMUSG00000033335,ENSMUSG00000028488,Dnm2,Sh3gl2,0.959
