id_gene,gene,is_core,is_conserved,is_ortho_metric_nodes
ENSMUSG00000035704,Alg8,True,True,True
ENSMUSG00000035726,Supt16,True,True,True
ENSMUSG00000035754,Wdr18,True,False,False
ENSMUSG00000035824,Tk2,True,True,False
ENSMUSG00000035840,Lysmd3,True,True,True
ENSMUSG00000035842,Ddx11,True,False,False
ENSMUSG00000035992,Fnip1,True,True,True
ENSMUSG00000036158,Prickle1,True,False,False
ENSMUSG00000036285,Noa1,True,True,True
ENSMUSG00000036403,Cep135,True,True,True
ENSMUSG00000036430,Tbcc,True,True,True
ENSMUSG00000036438,Calm2,True,True,True
ENSMUSG00000036636,Clcn7,True,True,False
ENSMUSG00000036646,Man1b1,True,True,True
ENSMUSG00000036678,Aaas,True,True,False
ENSMUSG00000036686,Cc2d1a,True,True,False
ENSMUSG00000036698,Ago2,True,True,True
ENSMUSG00000036743,Psma8,True,True,True
ENSMUSG00000036752,Tubb4b,True,True,True
ENSMUSG00000036777,Anln,True,True,False
ENSMUSG00000036820,Amdhd2,True,True,True
ENSMUSG00000036833,Pnpla7,True,True,True
ENSMUSG00000037020,Wdr62,True,True,True
ENSMUSG00000037149,Ddx1,True,True,True
ENSMUSG00000037174,Elf2,True,True,False
ENSMUSG00000037210,Fam193a,True,False,False
ENSMUSG00000037287,Tbcel,True,True,True
ENSMUSG00000037331,Larp1,True,True,False
ENSMUSG00000037337,Map4k1,True,True,False
ENSMUSG00000037395,Rcor3,True,True,True
ENSMUSG00000037408,Cnnm4,True,True,True
ENSMUSG00000037474,Dtl,True,False,False
ENSMUSG00000037514,Pank2,True,True,True
ENSMUSG00000037544,Dlgap5,True,True,False
ENSMUSG00000037710,Cisd1,True,True,False
ENSMUSG00000037890,Wdr19,True,True,False
ENSMUSG00000037894,H2afz,True,True,False
ENSMUSG00000037910,1700018B24Rik,True,True,True
ENSMUSG00000037949,Ano10,True,True,False
ENSMUSG00000038095,Sbno1,True,True,True
ENSMUSG00000038181,Chpf2,True,False,False
ENSMUSG00000038205,Prkab2,True,True,True
ENSMUSG00000038383,Pigu,True,True,True
ENSMUSG00000038384,Setd1b,True,True,True
ENSMUSG00000038388,Mpp6,True,True,True
ENSMUSG00000038429,Usp5,True,True,True
ENSMUSG00000038482,Tfdp1,True,True,True
ENSMUSG00000038542,Pcid2,True,True,True
ENSMUSG00000038569,Rad9b,True,False,False
ENSMUSG00000038695,Josd2,True,True,True
ENSMUSG00000038708,Golga4,True,True,True
ENSMUSG00000038759,Nup205,True,False,False
ENSMUSG00000038831,Ralgps1,True,True,True
ENSMUSG00000038861,Pi4kb,True,True,True
ENSMUSG00000038886,Man2a2,True,True,True
ENSMUSG00000038909,Kat7,True,True,True
ENSMUSG00000038930,Rccd1,True,False,False
ENSMUSG00000039000,Ube3c,True,True,True
ENSMUSG00000039033,Tasp1,True,True,False
ENSMUSG00000039055,Eme1,True,True,True
ENSMUSG00000039117,Taf4,True,True,True
ENSMUSG00000039168,Dap,True,True,True
ENSMUSG00000039199,Zdhhc1,True,True,True
ENSMUSG00000039230,Tbcd,True,True,True
ENSMUSG00000039254,Pomt1,True,False,False
ENSMUSG00000039463,Slc9a8,True,True,True
ENSMUSG00000039509,Nup133,True,True,True
ENSMUSG00000039530,Tusc3,True,True,True
ENSMUSG00000039629,Strip2,True,True,True
ENSMUSG00000039652,Cpeb3,True,True,False
ENSMUSG00000039662,Icmt,True,True,True
ENSMUSG00000039703,Nploc4,True,True,True
ENSMUSG00000039781,Cep131,True,True,True
ENSMUSG00000039782,Cpeb2,True,True,True
ENSMUSG00000039804,Ncoa5,True,True,True
ENSMUSG00000039826,Trub2,True,True,True
ENSMUSG00000039828,Wdr70,True,True,True
ENSMUSG00000039841,Zfp800,True,True,False
ENSMUSG00000039963,Ccdc40,True,True,True
ENSMUSG00000040010,Slc7a5,True,True,False
ENSMUSG00000040040,Ift88,True,True,True
ENSMUSG00000040048,Ndufb10,True,True,True
ENSMUSG00000040054,Baz2a,True,True,True
ENSMUSG00000040189,Ccdc114,True,True,True
ENSMUSG00000040195,Nemp1,True,True,False
ENSMUSG00000040219,Ttc12,True,True,False
ENSMUSG00000040265,Dnm3,True,True,True
ENSMUSG00000040331,Nsmce4a,True,True,True
ENSMUSG00000040537,Adam22,True,True,False
ENSMUSG00000040554,Aipl1,True,True,False
ENSMUSG00000040774,Cept1,True,True,True
ENSMUSG00000040843,Tiprl,True,True,True
ENSMUSG00000040997,Abhd4,True,True,True
ENSMUSG00000041079,Rwdd2b,True,True,False
ENSMUSG00000041180,Hectd2,True,True,True
ENSMUSG00000041313,Slc7a1,True,True,False
ENSMUSG00000041459,Tardbp,True,True,True
ENSMUSG00000041491,Cep78,True,True,False
ENSMUSG00000041679,Lrrc29,True,True,True
ENSMUSG00000041740,Rnf10,True,True,True
ENSMUSG00000041769,Ppp2r2d,True,True,True
ENSMUSG00000041958,Pigs,True,True,True
ENSMUSG00000042043,Tbca,True,True,False
ENSMUSG00000042104,Uggt2,True,True,False
ENSMUSG00000042133,Ppig,True,True,False
ENSMUSG00000042198,Chchd7,True,True,False
ENSMUSG00000042272,Sestd1,True,True,True
ENSMUSG00000042369,Rbm45,True,True,True
ENSMUSG00000042406,Atf4,True,True,False
ENSMUSG00000042500,Ago4,True,True,True
ENSMUSG00000042632,Pla2g6,True,True,True
ENSMUSG00000042719,Naa25,True,True,True
ENSMUSG00000043020,Wdr63,True,True,True
ENSMUSG00000043131,Mob1a,True,True,True
ENSMUSG00000043257,Pigv,True,True,True
ENSMUSG00000043535,Setx,True,False,False
ENSMUSG00000043648,Pld6,True,True,False
ENSMUSG00000045031,Cetn4,True,True,True
ENSMUSG00000045302,Preb,True,True,True
ENSMUSG00000045435,Tmem60,True,True,True
ENSMUSG00000045482,Trrap,True,True,True
ENSMUSG00000045519,Zfp560,True,False,False
ENSMUSG00000045594,Glb1,True,True,True
ENSMUSG00000045631,Tmprss12,True,True,False
ENSMUSG00000045662,Henmt1,True,True,True
ENSMUSG00000045915,Ccdc42,True,True,True
ENSMUSG00000046185,Zfp84,True,True,False
ENSMUSG00000046311,Zfp62,True,True,False
ENSMUSG00000046380,Jrk,True,True,False
ENSMUSG00000046516,Cox17,True,True,False
ENSMUSG00000046818,Ddit4l,True,True,False
ENSMUSG00000047193,Dync2h1,True,True,True
ENSMUSG00000047284,Neurl4,True,True,False
ENSMUSG00000047507,Baiap3,True,False,False
ENSMUSG00000047989,Ino80c,True,True,False
ENSMUSG00000048230,Fbxo43,True,True,False
ENSMUSG00000048249,Crebrf,True,True,True
ENSMUSG00000048647,Exd1,True,True,False
ENSMUSG00000050150,Slc9b1,True,True,True
ENSMUSG00000050213,Snip1,True,False,False
ENSMUSG00000050668,Gpatch11,True,True,True
ENSMUSG00000050891,Tatdn1,True,True,False
ENSMUSG00000051037,Zfp455,True,True,False
ENSMUSG00000051256,Jagn1,True,True,True
ENSMUSG00000051378,Kif18b,True,True,True
ENSMUSG00000051674,Dcun1d4,True,True,False
ENSMUSG00000051786,Tubgcp6,True,True,True
ENSMUSG00000051811,Cox6b2,True,True,False
ENSMUSG00000052133,Sema5b,True,True,False
ENSMUSG00000052533,Nup188,True,False,False
ENSMUSG00000052572,Dlg2,True,True,False
ENSMUSG00000052833,Sae1,True,True,False
ENSMUSG00000052915,Msl1,True,False,False
ENSMUSG00000053040,Aph1c,True,True,True
ENSMUSG00000053093,Myh7,True,True,True
ENSMUSG00000053134,Supt7l,True,True,True
ENSMUSG00000053137,Mapk11,True,True,True
ENSMUSG00000053453,Thoc7,True,True,True
ENSMUSG00000053604,Rpia,True,True,True
ENSMUSG00000054003,Tdrd9,True,True,True
ENSMUSG00000054199,Gon4l,True,True,False
ENSMUSG00000054237,Fra10ac1,True,True,False
ENSMUSG00000054252,Fgfr3,True,True,True
ENSMUSG00000054277,Arfgap3,True,True,True
ENSMUSG00000054414,Slc30a7,True,True,True
ENSMUSG00000054717,Hmgb2,True,True,False
ENSMUSG00000055319,Sec23ip,True,True,False
ENSMUSG00000055436,Srsf11,True,True,False
ENSMUSG00000055480,Zfp458,True,False,False
ENSMUSG00000055489,Ano5,True,True,False
ENSMUSG00000055660,Mettl4,True,True,True
ENSMUSG00000055809,Dnaaf3,True,True,True
ENSMUSG00000056185,Snx32,True,True,False
ENSMUSG00000056211,R3hdm1,True,True,False
ENSMUSG00000056300,Zfp981,True,True,False
ENSMUSG00000056486,Chn1,True,True,False
ENSMUSG00000056832,Ttc26,True,True,False
ENSMUSG00000056899,Immp2l,True,True,True
ENSMUSG00000056973,Ces1d,True,True,False
ENSMUSG00000057069,Ero1lb,True,True,True
ENSMUSG00000057229,Dmac2,True,True,True
ENSMUSG00000057236,Rbbp4,True,True,True
ENSMUSG00000057396,Zfp759,True,False,False
ENSMUSG00000057506,Bloc1s2,True,True,True
ENSMUSG00000057594,Arl16,True,True,False
ENSMUSG00000057778,Cyb5d2,True,True,True
ENSMUSG00000057816,Cfap299,True,True,False
ENSMUSG00000057842,Zfp595,True,False,False
ENSMUSG00000057948,Unc13d,True,True,True
ENSMUSG00000058076,Sdhc,True,True,True
ENSMUSG00000058093,Zfp729b,True,False,False
ENSMUSG00000058290,Espl1,True,False,False
ENSMUSG00000058301,Upf1,True,True,True
ENSMUSG00000058388,Phtf1,True,True,False
ENSMUSG00000058446,Znrf2,True,True,True
ENSMUSG00000058587,Tmod3,True,True,True
ENSMUSG00000058704,Memo1,True,True,False
ENSMUSG00000058709,Egln2,True,True,True
ENSMUSG00000059142,Zfp945,True,False,False
ENSMUSG00000059208,Hnrnpm,True,True,True
ENSMUSG00000059474,Mbtd1,True,True,False
ENSMUSG00000059890,Ube4a,True,True,True
ENSMUSG00000059970,Hspa2,True,True,True
ENSMUSG00000060301,2610008E11Rik,True,False,False
ENSMUSG00000060600,Eno3,True,True,True
ENSMUSG00000060985,Tdrd5,True,True,False
ENSMUSG00000061322,Dnaic1,True,True,True
ENSMUSG00000061559,Wdr61,True,True,True
ENSMUSG00000061755,Bod1l,True,True,False
ENSMUSG00000061759,Armt1,True,True,False
ENSMUSG00000061911,Myt1l,True,False,False
ENSMUSG00000062248,Cks2,True,True,True
ENSMUSG00000062859,Tcp11,True,True,False
ENSMUSG00000062995,Ica1,True,True,True
ENSMUSG00000063108,Zfp26,True,True,False
ENSMUSG00000063229,Ldha,True,True,True
ENSMUSG00000063281,Zfp35,True,True,False
ENSMUSG00000063488,Zkscan7,True,True,False
ENSMUSG00000063652,Slc22a21,True,False,False
ENSMUSG00000063801,Ap3s2,True,True,True
ENSMUSG00000063808,Gpatch1,True,True,True
ENSMUSG00000063884,Ptcd3,True,True,True
ENSMUSG00000066113,Adamtsl1,True,True,True
ENSMUSG00000066150,Slc31a1,True,True,False
ENSMUSG00000066829,Zfp810,True,False,False
ENSMUSG00000067338,Tuba3b,True,True,True
ENSMUSG00000067367,Lyar,True,True,True
ENSMUSG00000067702,Tuba3a,True,True,True
ENSMUSG00000067916,Zfp991,True,True,False
ENSMUSG00000067942,Zfp160,True,True,False
ENSMUSG00000068329,Htra2,True,True,False
ENSMUSG00000069565,Dazap1,True,True,True
ENSMUSG00000069631,Strada,True,True,True
ENSMUSG00000069633,Pex11g,True,True,False
ENSMUSG00000070291,Ddx43,True,True,False
ENSMUSG00000070544,Top1,True,True,True
ENSMUSG00000070605,Zfp992,True,False,False
ENSMUSG00000070871,Ccnyl1,True,True,True
ENSMUSG00000071037,Camkmt,True,True,True
ENSMUSG00000071054,Safb,True,True,True
ENSMUSG00000073650,Catip,True,True,True
ENSMUSG00000073910,Mob3b,True,True,True
ENSMUSG00000074030,Exoc8,True,True,True
ENSMUSG00000074156,Ces1h,True,True,False
ENSMUSG00000074165,Zfp788,True,True,False
ENSMUSG00000074212,Dnajb14,True,True,False
ENSMUSG00000074264,Amy1,True,True,False
ENSMUSG00000074479,Gm10704,True,True,True
ENSMUSG00000074817,Papolb,True,True,True
ENSMUSG00000074865,Zfp934,True,False,False
ENSMUSG00000075053,Vdac3-ps1,True,True,False
ENSMUSG00000075229,Ccdc58,True,True,True
ENSMUSG00000075232,Amd1,True,True,True
ENSMUSG00000075318,Scn2a,True,False,False
ENSMUSG00000075600,Zc3h3,True,True,False
ENSMUSG00000077450,Rab11b,True,True,True
ENSMUSG00000078515,Ddi2,True,True,False
ENSMUSG00000078619,Smarcd2,True,True,True
ENSMUSG00000078676,Casc3,True,True,True
ENSMUSG00000078773,Rad54b,True,True,True
ENSMUSG00000080268,Brms1,True,True,False
ENSMUSG00000089911,Mfsd14a,True,True,False
ENSMUSG00000091474,2610021A01Rik,True,False,False
ENSMUSG00000091625,Lsm5,True,True,True
ENSMUSG00000092192,Dnaaf4,True,True,True
ENSMUSG00000092416,Zfp141,True,True,False
ENSMUSG00000095159,Tubb4b-ps1,True,True,True
ENSMUSG00000098134,Rnf113a2,True,True,False
ENSMUSG00000098905,Zfp953,True,False,False
