id_gene,gene,is_core,is_conserved,is_ortho_metric_nodes
FBgn0039943,CG17168,True,False,False
FBgn0040011,Slmap,True,True,True
FBgn0040022,Set1,True,True,True
FBgn0040075,rept,True,True,True
FBgn0040087,p115,True,False,False
FBgn0040228,DCTN5-p25,True,True,True
FBgn0040285,Scamp,True,True,True
FBgn0040298,Myt1,True,True,True
FBgn0040634,CG4186,True,True,False
FBgn0040696,CG18675,True,True,True
FBgn0040918,schlank,True,True,True
FBgn0040929,CG12659,True,True,False
FBgn0041087,wun2,True,True,False
FBgn0041094,scyl,True,True,False
FBgn0041164,armi,True,True,True
FBgn0041604,dlp,True,True,True
FBgn0043456,CG4747,True,True,False
FBgn0045073,Stim,True,True,True
FBgn0045862,btz,True,True,True
FBgn0046692,Stlk,True,True,True
FBgn0050156,CG30156,True,True,False
FBgn0050291,CG30291,True,True,True
FBgn0050338,CG30338,True,True,False
FBgn0050378,CG30378,True,False,False
FBgn0050410,Rpi,True,True,True
FBgn0050423,CG30423,True,True,True
FBgn0050456,CG30456,True,True,False
FBgn0051092,LpR2,True,True,True
FBgn0051211,CG31211,True,True,True
FBgn0051213,CG31213,True,False,False
FBgn0051249,CG31249,True,True,True
FBgn0051294,CG31294,True,True,False
FBgn0051320,HEATR2,True,True,True
FBgn0051522,CG31522,True,True,False
FBgn0051523,CG31523,True,True,False
FBgn0051619,nolo,True,True,True
FBgn0051648,CG31648,True,True,True
FBgn0051802,CG31802,True,True,True
FBgn0051864,Qtzl,True,True,True
FBgn0051958,CR31958,True,True,True
FBgn0051960,CG31960,True,True,True
FBgn0051961,TBCC,True,True,True
FBgn0051989,Cap-D3,True,True,True
FBgn0052006,CG32006,True,True,True
FBgn0052110,CG32110,True,True,False
FBgn0052373,CG32373,True,True,True
FBgn0052396,CG32396,True,True,True
FBgn0052626,AMPdeam,True,True,False
FBgn0052666,Drak,True,True,False
FBgn0052670,Rab9Fb,True,True,True
FBgn0052671,Rab9Fa,True,True,True
FBgn0052673,Rab9E,True,True,True
FBgn0052687,CG32687,True,False,False
FBgn0053002,mRpL27,True,True,True
FBgn0053087,LRP1,True,False,False
FBgn0053196,dpy,True,False,False
FBgn0053303,CG33303,True,True,True
FBgn0053554,Nipped-A,True,True,True
FBgn0058191,CG40191,True,True,True
FBgn0061469,Ube3a,True,True,True
FBgn0062411,Ctr1C,True,True,False
FBgn0062413,Ctr1A,True,True,False
FBgn0062442,Cisd2,True,True,False
FBgn0066101,LpR1,True,True,True
FBgn0067052,Rab9D,True,True,True
FBgn0069354,Porin2,True,True,False
FBgn0082582,tmod,True,True,True
FBgn0082598,akirin,True,True,False
FBgn0083956,CG34120,True,False,False
FBgn0085190,CG34161,True,True,True
FBgn0085303,CG34274,True,True,False
FBgn0085370,Pde11,True,True,True
FBgn0085395,Shawl,True,True,False
FBgn0085434,NaCP60E,True,False,False
FBgn0085444,mute,True,True,False
FBgn0085484,Pdxk,True,True,True
FBgn0086134,Prosalpha2,True,True,True
FBgn0086365,Orct2,True,True,True
FBgn0086445,l(2)37Cd,True,False,False
FBgn0086446,DCTN6-p27,True,True,True
FBgn0086558,Ubi-p5E,True,True,True
FBgn0086712,Egm,True,True,True
FBgn0086757,cbs,True,True,True
FBgn0086784,stmA,True,True,True
FBgn0086908,egg,True,True,True
FBgn0087039,Sbp2,True,True,False
FBgn0243511,psidin,True,True,True
FBgn0250785,vari,True,True,True
FBgn0250816,AGO3,True,True,True
FBgn0250821,CG14644,True,True,True
FBgn0259111,Ndae1,True,True,True
FBgn0259214,PMCA,True,True,True
FBgn0259481,Mob2,True,True,True
FBgn0259482,Mob3,True,True,True
FBgn0259483,Mob4,True,True,True
FBgn0259729,CG42383,True,True,True
FBgn0259986,nab,True,True,True
FBgn0260439,Pp2A-29B,True,True,True
FBgn0260746,Ect3,True,True,True
FBgn0260933,rempA,True,True,True
FBgn0260934,par-1,True,True,True
FBgn0260945,Atg1,True,True,True
FBgn0260962,pic,True,True,True
FBgn0260972,alc,True,True,True
FBgn0261112,APP-BP1,True,True,True
FBgn0261119,Prp19,True,False,False
FBgn0261238,Alh,True,True,True
FBgn0261260,mgl,True,True,True
FBgn0261266,zuc,True,True,False
FBgn0261274,Ero1L,True,True,True
FBgn0261385,scra,True,True,False
FBgn0261573,CoRest,True,True,True
FBgn0261618,larp,True,True,False
FBgn0261641,CG42724,True,True,False
FBgn0261710,nocte,True,True,True
FBgn0261792,snRNP-U1-C,True,True,True
FBgn0261794,kcc,True,True,True
FBgn0261804,CG42750,True,False,False
FBgn0261976,Psf2,True,False,False
FBgn0261983,l(2)gd1,True,True,False
FBgn0261998,CG42816,True,False,False
FBgn0262115,CG17683,True,True,True
FBgn0262123,l(2)41Ab,True,True,True
FBgn0262124,uex,True,True,True
FBgn0262483,Rbp,True,False,False
FBgn0262593,Shab,True,False,False
FBgn0262739,AGO1,True,True,True
FBgn0262740,Evi5,True,True,True
FBgn0262743,Fs(2)Ket,True,True,True
FBgn0262871,lute,True,True,True
FBgn0262872,milt,True,True,True
FBgn0263005,CG43313,True,False,False
FBgn0263120,Acsl,True,True,False
FBgn0263199,Galk,True,True,False
FBgn0263220,Hk,True,False,False
FBgn0263289,scrib,True,True,True
FBgn0263390,Nha2,True,True,True
FBgn0263391,hts,True,True,False
FBgn0263395,hppy,True,True,False
FBgn0263510,nclb,True,True,True
FBgn0263593,Lpin,True,True,True
FBgn0263599,l(3)72Ab,True,True,True
FBgn0263602,Tasp1,True,True,False
FBgn0263603,Zn72D,True,True,True
FBgn0263697,Uba3,True,True,True
FBgn0263747,CG43672,True,False,False
FBgn0263772,CG43689,True,False,False
FBgn0263855,BubR1,True,True,True
FBgn0263974,qin,True,False,False
FBgn0263979,Caf1-55,True,True,True
FBgn0264000,GluRIB,True,True,True
FBgn0264077,Cnx14D,True,True,True
FBgn0264273,Sema2b,True,True,False
FBgn0264291,Det,True,True,False
FBgn0264307,orb2,True,True,True
FBgn0264574,Glut1,True,True,True
FBgn0264695,Mhc,True,True,True
FBgn0264785,Hph,True,True,True
FBgn0264922,smt3,True,True,True
FBgn0264975,Nrg,True,True,False
FBgn0264978,Slh,True,True,True
FBgn0265102,Oseg1,True,True,True
FBgn0265140,Meltrin,True,True,False
FBgn0265174,PIG-V,True,True,True
FBgn0265190,PIG-S,True,True,True
FBgn0265194,Trpm,True,True,False
FBgn0265434,zip,True,True,True
FBgn0265512,mlt,True,True,True
FBgn0265606,Prosalpha4T1,True,True,True
FBgn0265630,sno,True,True,False
FBgn0266100,CG44837,True,True,False
FBgn0266268,FeCH,True,True,True
FBgn0266377,Pde8,True,True,True
FBgn0266465,GckIII,True,True,True
FBgn0266599,Hsc70-4,True,True,True
FBgn0266668,Exo84,True,True,True
FBgn0266670,Sec5,True,True,True
FBgn0266709,Zmynd10,True,True,True
FBgn0266719,stac,True,True,True
FBgn0267790,rump,True,True,True
FBgn0267977,mh,True,True,True
FBgn0278608,Dsp1,True,True,True
FBgn0283472,S6k,True,True,True
FBgn0283499,InR,True,True,True
FBgn0283503,Neurl4,True,True,False
FBgn0283658,muc,True,True,True
FBgn0283724,Girdin,True,True,True
FBgn0284220,Top2,True,True,True
FBgn0284221,Sema5c,True,True,False
FBgn0284243,betaTub56D,True,True,True
FBgn0285911,Vps16A,True,True,True
FBgn0285937,Rab1,True,True,True
